Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
Falcon-7b,Rajbala Vs. State of Haryana,Rajbala,State of Haryana,Challenge to the Haryana Panchayati Raj (Amendment) Act mandating educational qualifications for local body elections.,"The amendment established minimum literacy requirements for candidates contesting Panchayat elections, affecting a significant portion of rural aspirants. Petitioners argued it was arbitrary.","The High Court dismissed the challenge, affirming that states had the right to impose reasonable restrictions on electoral eligibility.",The petitioners contended that the amendment violated Article 14 by disproportionately affecting women and economically weaker candidates.,"Haryana Panchayati Raj (Amendment) Act, 2015.",Judicial principles concerning reasonable restrictions on electoral rights.,Cases addressing legislative competence in regulating electoral eligibility.,The Court found that educational qualifications serve a legitimate state interest in improving governance.,"The Supreme Court ruled that educational qualifications for Panchayat elections are constitutional, provided they serve a legitimate purpose."
Falcon-7b,"Municipal Board, Manglaur Vs. Sri Mahadeoji Maharaj","Municipal Board, Manglaur",Sri Mahadeoji Maharaj,Legal determination of ownership of land adjacent to a public road whether it vested in the Municipality or remained private property.,"The Municipality planned construction on a vacant piece of land adjoining a public road. The respondent claimed ownership, asserting the land was never transferred to the Municipality.",The court determined that the Municipality had no legal claim over the land and ruled in favor of the respondent.,"The Municipality maintained that under municipal governance laws, adjacent vacant land naturally vests in the Municipality. ",Local governance laws regulating municipal land ownership.,Interpretation of land acquisition and governance statutes.,Case law addressing municipal authority over public spaces and adjacent land.,The Court examined whether the Municipality had acquired the land through legal means or if it remained privately owned.,Supreme Court to decide whether the Municipality’s claim is valid under existing municipal governance laws.
Falcon-7b,Union of India Vs. Association for Democratic Reforms,Union of India,Association for Democratic Reforms,Legal obligation of candidates to disclose criminal backgrounds and financial details before elections.,A public interest litigation (PIL) was filed arguing that voters had the right to access information about candidates’ backgrounds before elections.,The High Court ruled that candidates must disclose their criminal records and assets for an informed electorate.,"The government argued that compelling candidates to disclose their personal details infringed on their privacy, while the respondent emphasized electoral fairness and voter awareness.","Representation of the People Act, 1951.",Legal principles surrounding election transparency and privacy rights.,Cases addressing voter rights and access to candidate information.,The ruling focused on whether disclosure of criminal records and financial details was a reasonable requirement under election laws.,"The Supreme Court upheld the High Court's decision, affirming that transparency in elections is essential to democracy."
Falcon-7b,Jindal Stainless Ltd. Vs. State of Haryana,Jindal Stainless Ltd.,State of Haryana,Legality of entry tax under Article 301 and its impact on interstate commerce.,The case examined whether states had the authority to levy entry tax without violating the principle of free movement of goods across state borders.,"The High Court upheld the state's authority, stating that taxation was a fiscal measure that did not automatically violate free trade principles.","The petitioner claimed that the tax created an unfair burden on businesses operating across state lines, while the state maintained that taxation was necessary for revenue generation and regulation.","Constitution of India, Article 301.",Interstate commerce laws and taxation policies.,Judicial precedents on state taxation and economic barriers.,The Court analyzed the balance between unrestricted trade and a state’s fiscal autonomy.,The Supreme Court ruled that states could impose entry tax as long as it did not create barriers to trade.
Falcon-7b,"M/S Japan Airlines Co. Ltd Vs. Commissioner of Income Tax, New Delhi",M/S Japan Airlines Co. Ltd,"Commissioner of Income Tax, New Delhi",Applicability of TDS on landing and parking charges at airports.,"The airline contested the classification of airport charges as rent, arguing that such fees were for services rather than for leasing land.","The High Court ruled in favor of the tax authorities, stating that the charges were linked to the use of land.",The airline contended that airport fees covered operational services rather than renting airport land.,"Section 194-I of the Income Tax Act, 1961.",Taxation rules regarding deductions at source for payments related to land usage.,Judicial decisions on the classification of operational fees as taxable rent.,The ruling emphasized the distinction between service fees and rent for tax purposes.,Awaiting a ruling from the Supreme Court.
Falcon-7b,State of Punjab Vs. Jagjit Singh,State of Punjab,Jagjit Singh,Right of temporary workers to claim salary parity with regular employees.,The case involved a contractual government worker demanding salary equivalence with permanent staff.,The court held that temporary employees performing the same duties as regular staff should receive equal compensation.,"The petitioner argued that employment status justifies pay differentiation, regardless of job responsibilities.","Constitution of India, Article 14 & Directive Principles of State Policy.",Legal standards governing wage parity in public sector employment.,Judicial decisions interpreting wage laws for temporary workers.,"The nature of work, not the form of employment, determines wage entitlement.","The Supreme Court ruled in favor of the respondent, emphasizing that temporary employees cannot be paid less for the same work."
Falcon-7b,Kailas & Others Vs. State of Maharashtra,Kailas & Others,State of Maharashtra,The legality and severity of punishment for honor killings.,"A group of individuals was charged with the murder of a couple in an honor killing, with arguments over the appropriateness of the sentence.",The court rejected arguments for leniency and confirmed that honor killings amount to murder.,The defense contended that honor killings should be viewed in light of societal norms and not equated with ordinary murders.,"Indian Penal Code, Section 302.",Application of criminal statutes in cases of honor-based violence.,Cases reinforcing strict punishment for crimes committed under the guise of social honor.,No cultural or traditional justification can mitigate criminal liability in honor killings.,"The Supreme Court confirmed the life sentence, stating that such crimes must be treated with the strictest penalties."
Falcon-7b,Krishna Pillai Vs. State of Madras,Krishna Pillai,State of Madras,Whether smuggling gold from Pondicherry without authorization justifies a conviction under customs law.,"The accused was caught transporting gold illegally across state borders and confessed, leading to legal proceedings.","The lower court ruled against the accused, holding that the confession and material evidence warranted conviction.",The petitioner contended that the confession should not automatically lead to punishment without corroborating evidence.,"Section 7(1)(b) of the Land Customs Act, 1924.",The transportation of dutiable goods without clearance is a punishable offense.,Previous rulings on the admissibility of confessions in smuggling cases.,"Smuggling of gold without customs clearance is punishable, though the legitimacy of confessions must be evaluated.",The High Court upheld the conviction but ruled that the manner of obtaining the confession required scrutiny.
Falcon-7b,State of Rajasthan Vs. Jagannath,State of Rajasthan,Jagannath,Whether land encroachment by private individuals justifies eviction under state land laws.,"The state accused the respondent of unlawfully settling on public land, sparking legal action.",The court held that illegal land occupation must be removed and ruled against the respondent.,The petitioner argued that unauthorized settlement violates land protection laws.,Land Encroachment Act.,Unauthorized land occupation is subject to removal as per state land laws.,Previous judgments addressing illegal occupation of public land.,"Illegal encroachments should be removed, but fair relocation policies must be enforced.",The Supreme Court ruled in favor of eviction while ensuring rehabilitation for affected individuals.
Falcon-7b,National Legal Services Authority Vs. Union of India,National Legal Services Authority (NALSA),Union of India,Whether the legal recognition of transgender persons as a third gender should be implemented.,The PIL challenged the lack of legal recognition for transgender individuals under existing laws.,The court ruled in favor of the recognition of transgender persons but deferred implementation details.,The petitioner contended that the lack of legal recognition for transgender individuals was a breach of their constitutional rights.,"Constitution of India, Articles 14, 15, 21.","The legal status of transgender persons must be recognized, with appropriate laws enacted.",Past decisions addressing the rights of marginalized groups and equality before the law.,"Transgender persons must be recognized as a third gender with rights to education, employment, and social services.",The Supreme Court ruled in favor of recognizing transgender individuals as a third gender and called for policy changes.
Falcon-7b,Mithu Vs. State of Punjab,Mithu,State of Punjab,Constitutionality of imposing a mandatory death sentence for life convicts committing murder.,"The law mandated a death penalty for life convicts committing murder, which was argued to be unconstitutional.",High Court ruled that the provision was legally valid and served a protective purpose.,"The argument was that automatic capital punishment deprived the judiciary of discretion, leading to unfair sentencing.","Indian Penal Code, Section 303.",A law that removes judicial discretion violates fundamental rights.,Cases supporting the principle that courts must consider circumstances before imposing a death sentence.,The absence of judicial discretion in sentencing makes Section 303 IPC unconstitutional.,"Supreme Court ruled Section 303 IPC unconstitutional, stating that mandatory death sentencing is arbitrary."
Falcon-7b,D.K. Basu Vs. State of West Bengal,D.K. Basu,State of West Bengal,Whether the lack of procedural safeguards enables unchecked police brutality.,The petitioner cited numerous cases of police brutality in custody and requested judicial intervention for systemic reforms.,High Court recognized the problem and recommended police accountability measures but did not enforce new laws.,The argument was that detainees’ fundamental rights were routinely violated due to a lack of strict arrest and custody procedures.,"Constitution of India, Article 21.",Any form of torture or inhumane treatment violates constitutional rights.,Cases reinforcing the need for procedural safeguards against police abuse.,The judiciary has a duty to enforce safeguards to prevent police excesses and ensure accountability.,Supreme Court issued strict protocols to prevent torture and unlawful detentions.
Falcon-7b,Ajay Hasia Vs. Khalid Mujib Sehravardi,Ajay Hasia,Khalid Mujib Sehravardi,Whether institutions receiving substantial state funding are bound by fundamental rights.,"The petitioner challenged the admission policies of an institute that received significant government aid, arguing it should be considered 'State.'","High Court ruled that private institutions, even if funded by the government, do not automatically fall under Article 12.",The argument was that financial and administrative control by the government brings an institution within the definition of 'State.',"Constitution of India, Article 12.","If an institution is heavily funded and managed by the government, it is bound by constitutional obligations.",Cases determining the scope of 'State' under Article 12 for institutions with government involvement.,Government-aided and managed institutions cannot violate fundamental rights as they function in a public capacity.,"Supreme Court held that the institution, due to its government funding and administrative influence, fell under Article 12."
Falcon-7b,Narmada Bachao Andolan Vs. Union of India,Narmada Bachao Andolan,Union of India,Whether the environmental and rehabilitation concerns raised by the petitioners were sufficient to halt the dam’s construction.,"The petitioners argued that the dam violated environmental laws and human rights, displacing tribal communities without proper rehabilitation.","The High Court upheld the dam's construction, emphasizing the government’s commitment to rehabilitation.","The dam led to human rights violations, and rehabilitation efforts were inadequate.","Environmental Protection Act, 1986.",Government projects must balance economic development with social justice.,Cases where development vs. environment conflicts were resolved in favor of national growth.,Whether rehabilitation measures were sufficient to justify the dam's construction.,Supreme Court ruled in favor of the project but stressed the need for better resettlement policies.
Falcon-7b,"The Commissioner of Income-Tax, Bombay Vs. S. K. F. Ball Bearing Co., Ltd.","Commissioner of Income-Tax, Bombay","S. K. F. Ball Bearing Co., Ltd.",Whether remittances to foreign corporations by S. K. F. were profits of the agent and therefore taxable.,S. K. F. acted as a selling agent for foreign corporations and remitted the proceeds under an agreement.,"Held that remittances made after realization of sales were subject to tax, while those made beforehand were not taxable.",Remittances to foreign corporations should be considered income of the agent and taxed accordingly. The remittances were contractual obligations and not taxable income.,Section 4(1)(a) of the Indian Income-Tax Act.,Any remittance made after realization of sales proceeds is considered income and taxable.,Cases where agencies remitting funds had their profits taxed.,Whether remittances were profit repatriations or mere contractual obligations.,"Supreme Court ruled that S. K. F. was merely a conduit for transferring money, and the tax liability did not arise."
Falcon-7b,"Turner Morrison And Co., Ltd Vs. Hungerford Investment Trust Ltd","Turner Morrison And Co., Ltd",Hungerford Investment Trust Ltd,Whether the claim for reimbursement of super tax was valid and enforceable under law.,"Turner Morrison, acting as an agent, alleged it had paid super tax on behalf of Hungerford and was entitled to reimbursement. The defendant denied liability, arguing the payments were unauthorized or voluntary, and invoked estoppel, waiver, and limitation as defenses.","Rejected the claim, stating that no conclusive proof of payment was presented, and the case was barred by limitation and estoppel.",Claimed entitlement to reimbursement for tax paid as an agent.,Principles of agency law and reimbursement claims under tax statutes.,A claim for reimbursement must be supported by legal authority and evidence of payment.,Judicial rulings on voluntary payments and their enforceability.,"Whether the payment was obligatory or voluntary, and if legal estoppel applied.","Dismissed the appeal, stating that no valid claim."
Falcon-7b,M/S. Corporate Ispat Alloys Limited Vs. M/S. Jayaswal Neco Industries Limited,M/S. Corporate Ispat Alloys Limited,M/S. Jayaswal Neco Industries Limited,Whether the pending arbitration proceedings could act as a bar to the winding-up petition filed by the petitioner.,The petitioner argued that arbitration should not prevent winding-up.,"The Company Court delayed the case, reasoning that arbitration proceedings were relevant to the dispute.",The pending arbitration was not a legal barrier to the winding-up petition.  The court’s approach was justified as arbitration might resolve the dispute.,"Section 439 of the Companies Act, 1956.","Company courts can proceed with winding-up even if arbitration is pending, unless specifically stayed.",Prior cases where courts allowed winding-up despite arbitration disputes.,Whether winding-up proceedings should be postponed when arbitration is in progress.,Held that the Company Court should not indefinitely delay the winding-up petition based on arbitration.
Falcon-7b,National Organic Chemical Inds. Ltd Vs. Miheer H. Mafatlal,National Organic Chemical Industries Ltd. (Appellant),Miheer H. Mafatlal & MIL,Whether the approval of an Amalgamation Scheme could be challenged based on alleged violations of an injunction order.,The approval of the Scheme of Amalgamation became final with more than 75% shareholder approval.,The Division Bench confirmed the merger scheme but upheld the ruling that share allotment was in contravention of the injunction.,"The injunction order was not a decree, so it was not binding on the Company Court.","Section 155 of the Companies Act, 1956 (Rectification of Share Register).",Challenges to share allotment should be raised under Section 155 and not during merger approval proceedings.,Prior rulings affirm that share ownership challenges must be filed separately under rectification laws.,Whether injunctions from lower courts can influence corporate merger proceedings.,Held that the Company Court should not have examined share ownership.
Falcon-7b,Anjuman Islamia and Others Vs. Munshi Tegh Ali and Others,Anjuman Islamia and Others (Plaintiffs),Munshi Tegh Ali and Others (Defendants),Whether the plaintiffs have ownership of Badi Takia and if it was dedicated as wakf property.,The plaintiffs asserted their absolute ownership over Badi Takia and sought damages for the placement of a tazia without their consent.,Recognized the plaintiffs' ownership and dismissed the wakf claim.,Badi Takia was their inherited private property. No legal dedication as wakf existed.,Wakf Law & Ownership Rights in Islamic jurisprudence.,Courts must differentiate between private property and religious dedication.,"Prior cases have held that without a formal dedication, land remains private property.",Whether lack of formal dedication prevents a wakf from being recognized.,"Held that the plaintiffs were rightful owners, as no valid wakf dedication was established."
Falcon-7b,Hindustan Petroleum Corpn. Ltd Vs. Ashok Ranghba Ambre,Hindustan Petroleum Corporation Ltd. (HPCL),Ashok Ranghba Ambre,Whether the High Court was correct in granting permanent employee status to the respondent.,"The Labour Court ruled in favor of the respondent, and the High Court upheld this decision.","Labour Court declared that the respondent should be considered a permanent employee from June 6, 1987.",The respondent did not undergo the proper hiring process.,Labour Laws governing casual and permanent employment in public-sector companies.,Government corporations must follow recruitment rules to grant permanent status.,The courts have previously held that continuous service does not guarantee permanency.,Whether permanency can be granted despite lack of formal recruitment.,"Reversed the Court ruling, stating that casual employment does not grant permanency."
Falcon-7b,Krishnakumar Mills Company Limited and Another Vs. State of Gujarat and Others,Krishnakumar Mills Company Limited and Another,State of Gujarat and Others,"Whether the Gujarat Industrial Development Act, 1962 was constitutionally valid and if the acquisition was for a public purpose.","The Gujarat Industrial Development Corporation, created under the 1962 Act, acquired multiple plots, including the appellant’s land.",Rejected the constitutional challenge and affirmed that industrial development qualifies as a public purpose.,The acquisition violated property rights. The appellant’s land was critical for their textile business.,"Land Acquisition Act, 1894 (governing public purpose acquisitions).",Industrial development is a recognized public purpose under Indian law.,The Court has ruled that individual business interests do not outweigh public interest.,Whether land acquisition for industrial purposes justifies overriding individual property rights.,Ruled in favor of the State of Gujarat.
Falcon-7b,Pratima Chowdhury Vs. Kalpana Mukherjee,Pratima Chowdhury,Kalpana Mukherjee,Whether the transfer of Flat No. 5D to Pratima Chowdhury was legally valid and enforceable.,"Indirani Bhattacharya resigned in favor of Pratima Chowdhury, executing a transfer agreement.","Tribunal Decision upheld the transfer, stating that all procedural approvals were obtained.",The Deputy Registrar’s order confirmed her ownership.,Co-operative Societies Laws under West Bengal jurisdiction.,Transfers must be documented and approved.,Courts have ruled that Registrar’s approval finalizes membership changes.,Whether legal ownership was rightfully transferred through proper documentation and approvals.,"Affirmed that the transfer was valid, dismissing any objections."
Falcon-7b,P.P. Enterprises Etc. Vs. Union of India and Others Etc.,P.P. Enterprises,Union of India & Others,Whether the storage limit regulations imposed by the government were arbitrary and violated Article 14.,"The government restricted sugar storage limits based on population size and location.  - Dealers in Calcutta were given a special concession, while others had lower storage caps. ","The government's regulation was upheld, considering it a reasonable restriction under the Constitution.",The regulation imposed an excessive burden on non-Calcutta dealers.,"Essential Commodities Act, 1955 (Regulation of Essential Goods).",The government has the right to regulate storage limits for essential commodities. Restrictions should not be arbitrary or excessive.,Regulations must pass the reasonableness test to comply with constitutional principles.,Whether the classification in storage limits had a rational basis and was not arbitrary.,"The classification was deemed valid, as the government had a rational basis for differentiating storage limits."
Falcon-7b,Ashok Kumar Barik Vs. State of Orissa,Ashok Kumar Barik,State of Orissa,Legitimacy of the conviction under Section 302 IPC and reliability of key witness testimonies.,A love affair between the petitioner and the deceased led to conflict due to caste differences. ,Conviction based on eyewitness testimonies (PWs 3 and 5) and medical corroboration,"The conviction was based on weak evidence, and the High Court acknowledged inconsistencies.",Section 302 IPC (Punishment for Murder); Indian Penal Code.,"Legal standards for homicide conviction include proving intent, causation, and reliability of witness testimony.",Previous judgments emphasizing the need for reliable eyewitness accounts in murder cases.,"The prosecution failed to establish guilt beyond a reasonable doubt, leading to the High Court overturning the conviction.","Court set aside the conviction, stating the case was not proven."
Falcon-7b,Kartar Singh Vs. The Union of India,Kartar Singh,The Union of India,Whether the Central Board of Revenue's order against Kartar Singh and whether procedural fairness was maintained.,"The petitioner was alleged to have provided shelter to Mukand Singh, who was involved in gold smuggling. The case relied on inferred knowledge rather than direct evidence.",The Board's decision was based on circumstantial evidence and inferences without direct proof.,"The conclusions drawn by the Board were speculative, and the evidence presented did not establish guilt beyond doubt.","Customs Act, 1962 (Section 167(8)); Indian Evidence Act.",Convictions for smuggling require clear proof of intent and knowledge of illegal activity.,Prior rulings requiring strict proof of intent in smuggling-related cases.,Procedural irregularities and lack of conclusive evidence led to the decision being overturned.,The Board’s decision was ruled invalid due to lack of evidence.
Falcon-7b,Surya Kant Roy Vs. Imamul Hai Khan,Surya Kant Roy,Imamul Hai Khan,Determining if the respondent's membership in the Mines Board of Health constituted an office of profit and if a police officer’s involvement affected the election’s fairness.,"The Mines Board of Health was a statutory body with certain powers, but the respondent's role in it was debated as an office of profit. ",The High Court found that the respondent’s role in the Board did not meet the criteria for disqualification.,"The respondent benefited from his membership in the Board, making him ineligible. The involvement of a police officer in the election further tainted the process.","Representation of the People Act, 1951; Indian Constitution (Article 102 and 191 on office of profit).","The definition of an office of profit depends on government control, financial benefits, and administrative influence.",Previous rulings where government-appointed board members were not considered to hold an office of profit.,"The Board was not under full government control, and the election process was not compromised.","The High Court’s ruling was affirmed, and the election petition was rejected."
Falcon-7b,Punjab Traders And Ors Vs. State Of Punjab And Ors,Punjab Traders and Others,State of Punjab and Others,"The constitutionality of the Amendment Act, 1973, particularly whether it needed Presidential assent and if it unfairly impacted the appellants.","The Principal Act, governing molasses control, had been amended multiple times.",The High Court ruled that the amendment did not substantially change the Principal Act’s nature and was constitutional.,"The amendment only clarified existing provisions and did not impose new legal burdens, making Article 304(b) inapplicable.","Article 304(b) (State taxation laws requiring Presidential assent), Article 14 (Right to Equality).",Amendments that do not impose new trade restrictions do not require Presidential assent.,Cases where state laws affecting commerce were upheld without Presidential approval.,The amendment was procedural and did not alter the core framework of the Principal Act.,The case was dismissed.
Falcon-7b,Reena Suresh Alhat Vs. State Of Maharashtra And Anr,Reena Suresh Alhat,State of Maharashtra and Another,Whether the High Court erred in dismissing the writ petition on grounds of constitutional bar and alternative remedy.,"Reena Suresh Alhat’s nomination was rejected on 4.2.2017. Reshma Anil Bhosale was initially granted the BJP symbol, but the High Court stayed the order.",The High Court ruled that electoral disputes should be resolved through the designated statutory mechanism rather than writ jurisdiction.,"The High Court’s decision effectively removed the petitioners from the electoral process, violating democratic principles.",Election Commission rules on nomination and symbol allotment; Writ jurisdiction under the Constitution.,High Courts must avoid interfering in electoral processes unless there is a gross violation of fundamental rights.,Supreme Court rulings on election symbol disputes and candidate nominations.,The issue was deemed significant enough to warrant Supreme Court intervention despite the existence of an alternative remedy.,The Court held that the matter involved public importance and required judicial scrutiny.
Falcon-7b,Karimbil Kunhikoman Vs. State Of Kerala,Karimbil Kunhikoman,State of Kerala,Whether the compensation structure under the Act creates unjustified discrimination among property owners.,The case involved the acquisition of land by the state under the power of eminent domain. ,The lower court ruled that the tiered system was legally valid as it followed a taxation-like structure.,"Differential compensation is similar to progressive taxation, ensuring social justice.",Eminent domain principles; Property rights under Article 300A.,Landowners should receive equal compensation for equal deprivation.,Judicial interpretations of Article 300A and right to property.,The compensation scheme violated the principle of equal treatment under eminent domain.,The Court declared that all affected landowners should receive full compensation.
Falcon-7b,Moideenkutty Haji Vs. Director General & Others,Moideenkutty Haji,Director General & Others,Whether the additional roofing structure built by the petitioner is legally permissible under heritage and archaeological regulations.,"The petitioner initially won the case before a Single Judge, but the Division Bench reversed the decision.","The Division Bench overturned the ruling, stating the structure was not temporary and violated the law.",The roof was added to prevent dampness and structural degradation due to the building’s proximity to the sea.,Building regulations and heritage protection laws.,Temporary structures must be distinguished from permanent alterations under conservation laws.,Prior rulings on heritage conservation and permissible alterations,The Court reviewed the structural integrity of the building and whether the aluminium roof could be classified as temporary.,The Court considered the heritage implications and the need for legal compliance in protected structures.
Falcon-7b,"S. S. Shetty Vs. Bharat Nidhi, Ltd",S. S. Shetty,"Bharat Nidhi, Ltd","Whether reinstatement compensation should be calculated considering employment tenure, termination conditions, and employer obligations.","The employment agreement included pension and gratuity benefits, which were considered in determining compensation upon termination.","The employer challenged the reinstatement award, arguing it should not be granted.","The financial compensation should not extend beyond termination, as future disputes cannot determine present obligations.",Employment and Labor Laws.,"Reinstatement should consider tenure, termination conditions, and employer obligations under labor laws.",Judicial rulings on employment termination benefits.,The ruling emphasized that reinstatement compensation must reflect actual service conditions and employment obligations.,The judgment confirmed that the petitioner was entitled to reinstatement and compensation.
Falcon-7b,Essco Fabs Pvt. Ltd. Vs. State of Haryana,Essco Fabs Pvt. Ltd.,State of Haryana,Whether the Haryana government acted lawfully in denying the acquisition request for expansion of Essco’s Export Unit.,"Essco, an export-oriented unit, sought land for expansion but was denied acquisition since the government deemed it not for public use. The land had been previously notified for acquisition but was later released.",The High Court ruled that the government was within its rights to reject Essco’s application.,"The company contended that its activities benefited the economy, justifying land acquisition for expansion.","Land Acquisition Act, 1894.",Public purpose under the Act is strictly interpreted for state-led development.,Judicial interpretations restricting private acquisition requests,The judgment focused on whether economic benefits from exports justified compulsory acquisition.,The court dismissed the appeal.
Falcon-7b,Pankaj Kumar Vs. State of Jharkhand & Ors.,Pankaj Kumar,State of Jharkhand & Others,"Whether the petitioner’s reservation benefits should be protected under the Bihar Reorganization Act, 2000 after absorption into Jharkhand’s services.","The petitioner was a public employee in Bihar before Jharkhand’s creation on November 15, 2000. After being absorbed into Jharkhand’s services.","The Jharkhand High Court ruled against the petitioner, stating that he should seek reservation benefits in Bihar.",The state contended that the petitioner’s status in Bihar does not automatically transfer to Jharkhand for reservation purposes.,"Bihar Reorganization Act, 2000.",Employees transferred due to state reorganization should not face disadvantages in service conditions.,Cases where employment transfers did not affect reserved category benefits.,The judgment examined whether state reorganization laws should protect employees from losing prior benefits.,The judgment concluded that employees absorbed into Jharkhand’s services.
Falcon-7b,K. Gopinathan Nair and Others Vs. State of Kerala,K. Gopinathan Nair & Others,State of Kerala,Whether the assessees’ purchase of cashewnuts from CCI was part of an import transaction and thus immune from state taxation.,"The appellants claimed that they placed orders through CCI for importing cashewnuts from African countries, and as these were imported for them.",The tax authorities and the High Court ruled that the purchases did not constitute an import transaction and were liable for sales tax under state law.,"The appellants argued that since CCI imported the cashewnuts exclusively for them, the sale should be classified as an import transaction.","Kerala General Sales Tax Act, 1963; Central Sales Tax Act, 1956 (Section 5(2)).",Sales that occur after goods have been imported into India do not qualify for exemption under Section 5(2).,Previous cases where canalizing agencies facilitated imports but did not change the taxability of subsequent sales.,The ruling emphasized that once CCI took possession of the goods and sold them to the assessees.,The appeals were dismissed.
Falcon-7b,Harinagar Sugar Mills Ltd Vs. State of Bihar,Harinagar Sugar Mills Ltd.,State of Bihar,Whether the appellant is entitled to a refund of fees deposited before appeal.,"The appellant had deposited a portion of the assessed market fees before filing appeals, which were ultimately dismissed.",The High Court held that the deposited amount should not be refunded.,Harinagar Sugar Mills contended that the payments made should be returned since the Supreme Court had previously ruled on a similar issue.,Bihar Market Fee Act (Section 27-B); Articles 226 and 142 of the Constitution.,"The ruling in Belsund Sugar Mills case applies prospectively, meaning past payments cannot be refunded, but pending liabilities cannot be recovered either.",Supreme Court judgment in Belsund Sugar Mills case that determined how market fee liabilities should be handled.,"The ruling follows the principle that fees already paid remain with the government, while unpaid balances are not recoverable.",All appeals were dismissed.
Falcon-7b,P.C. Sethi Vs. Union of India,P.C. Sethi,nion of India,Whether the seniority rules for temporary assistants violate the principle of continuous length of service.,"The petitioner, a temporary assistant, argued that the rules of seniority should follow continuous length of service. ",The court found that the application of different instructions was valid and did not violate constitutional principles.,The Union of India argued that seniority rules were based on valid administrative instructions and that continuous service.,"Articles 14, 16, and 309 of the Constitution of India; Office Memoranda of 1949 and 1971.","The Office Memorandum of 1971 is no longer in force, and the government’s administrative instructions are valid.",The case reinforces the principle that continuous service alone is not a basis for seniority unless conditions of absorption are met.,"The Office Memorandum of 1971 does not automatically apply, and the government's seniority rules are valid under administrative law.",The court upheld the validity of the seniority rules and dismissed the petition.
Falcon-7b,Ruchi Majoo Vs. Sanjeev Majoo,Ruchi Majoo,Sanjeev Majoo,Whether the respondent (father) should be granted visitation rights and whether the appellant (mother) was wrong in preventing contact between the father and the child.,"The respondent, who resides in a different country, claimed that he was being denied communication and access to his child. ",The lower court permitted some visitation rights but with restrictions.,"The appellant claimed that the child had no interest in maintaining contact with the father, and forcing such interaction could harm the child’s emotional well-being.","Guardian and Wards Act, Family Law Principles.","The court ruled that virtual and in-person visitations must be permitted, and the appellant cannot interfere in any way.",Reinforces the legal view that parental alienation is not in the best interests of the child and should be prevented by court orders.,The right of the father to communicate with his child cannot be obstructed by the mother. ,The court ruled in favor of the respondent.
Falcon-7b,Charanjit Pal Jindal Vs. M/s. L.N. Metalics,Charanjit Pal Jindal,M/s. L.N. Metalics,Whether the appellant’s failure to clear outstanding payments and the dishonoring of cheques constitutes an offense under the law.,"The respondent supplied iron-related products to the appellant, who made partial payments but left a substantial amount unpaid. ","The Trial Court ruled against the appellant, affirming liability for the dishonored cheques.","The respondent emphasized that the appellant made repeated false promises and failed to honor financial commitments, justifying legal proceedings.","Section 138 of the Negotiable Instruments Act, 1881.","Issuing cheques without sufficient funds is punishable, and the appellant was found guilty.",Upholds the legal principle that failure to clear outstanding dues via dishonored cheques can lead to criminal conviction.,"The appellant’s conduct demonstrated negligence in honoring financial commitments, warranting conviction.","The conviction was confirmed, and the appeal was rejected."
Falcon-7b,State of Haryana Vs. Northern Indian Glass Industries Ltd.,State of Haryana,Northern Indian Glass Industries Ltd.,Whether the High Court was correct in setting aside the State's resumption notice and directing reconsideration with adherence to natural justice.,"The respondent sought land for industrial purposes, leading to the State's acquisition and transfer under the Land Acquisition Act. Disputes arose over compensation, culminating in a High Court ruling increasing the amount. ","The Collector confirmed the compensation award, maintaining the original acquisition terms.","The State maintained that resumption was necessary as the land did not fulfill its original industrial purpose, thus warranting reclaiming.","Land Acquisition Act, 1894 (Sections 4, 6, 54).",The requirement to follow natural justice was a key factor in setting aside the resumption notice.,Upholds the principle of natural justice in State-led land resumptions.,The absence of fair hearing for the respondent and subsequent purchasers warranted the High Court's intervention.,"The High Court's ruling was affirmed, requiring due process before any resumption."
Falcon-7b,Ms. Sarita Singh Vs. M/s Shree Infosoft Private Limited,Ms. Sarita Singh,M/s Shree Infosoft Private Limited,Whether the employment contract terms regarding deputation applied to the petitioner and whether the respondent discharged the burden of proof.,"The employment agreement allowed the respondent to post the petitioner at any location, including overseas. It also imposed a service obligation post-deputation. ",Not specified,"The petitioner maintained that her travel was for a business meeting, not deputation, and that the respondent had no valid grounds to enforce a service obligation.",Employment contract law.,The court examined whether the respondent followed proper procedures to classify the petitioner's travel as deputation.,The State of Punjab v. Inder Singh case was cited to define deputation and the requirement of consent.,The absence of documented proof meant the respondent could not enforce the deputation clause against the petitioner.,The respondent's claim was dismissed due to lack of evidence.
