Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
GPT-J-6b,Shri Roshanlal Gautam Vs. State Of Uttar Pradesh And Others,Shri Roshanlal Gautam,State of Uttar Pradesh and Others,Whether the U.P. Government’s decision to nationalize transport services was legally valid.,The petitioner held a contract carriage permit covering the Agra region.,The Allahabad High Court upheld the state’s authority and dismissed the petitioner’s challenge.,The state argued that it had full authority under Section 68-C of the Motor Vehicles Act to nationalize transport routes.,"Motor Vehicles Act, 1939, Motor Vehicles (Amendment) Act, 1956.",Examining the extent of the state’s authority to revoke private transport permits under the Motor Vehicles Act.,Cases interpreting Section 68-C in state transport nationalization and its impact on private operators.,The case analyzed whether private operators had legal grounds to oppose government nationalization of transport services.,The Supreme Court’s decision was awaited.
GPT-J-6b,P. Rathinam Vs. Union of India,P. Rathinam,Union of India,Whether attempted suicide should be decriminalized under Section 309 IPC.,"The petitioner challenged the constitutionality of Section 309 IPC, arguing that punishing attempted suicide violated the right to life and dignity.","The High Court upheld the validity of Section 309 IPC, ruling that it did not violate fundamental rights.",The petitioner argued that an individual should have the autonomy to end their life without state intervention.,"Indian Penal Code, Section 309.",Interpretation of Fundamental Rights under Article 21 in relation to personal liberty and state control.,"Previous cases discussing personal autonomy, suicide, and state intervention in personal freedoms.","The right to life does not inherently include the right to die, as interpreted by constitutional courts.","The Supreme Court initially struck down Section 309 IPC, declaring it unconstitutional, but later reversed its decision in the Gian Kaur case."
GPT-J-6b,State of Karnataka Vs. Union of India,State of Karnataka,Union of India,Dispute over financial allocations between state and central government.,Karnataka challenged the central government's allocation of funds under federal financial distribution policies.,"The High Court ruled in favor of the central government, affirming the legality of its financial distribution.",The petitioner argued that the state's financial rights were being unfairly curtailed by the center’s allocation policies.,"Constitution of India, Seventh Schedule.",Interpretation of federalism and financial distribution laws in India.,Previous cases on fiscal federalism and financial resource distribution between states and the center.,Financial allocation must be equitable and in accordance with constitutional provisions.,The Supreme Court upheld the central government’s financial distribution policy but recommended fairer allocation mechanisms.
GPT-J-6b,Rajbala Vs. State of Haryana,Rajbala,State of Haryana,Whether the amendment imposing educational qualifications for contesting Panchayat elections violated constitutional rights.,The Haryana government amended its Panchayati Raj Act to set a minimum educational qualification for candidates in local elections. The amendment was contested as discriminatory against less-educated individuals.,"The High Court upheld the amendment, reasoning that it promoted better governance.","The petitioner argued that the law created an unfair barrier to political participation, particularly for marginalized and less-educated communities.","Haryana Panchayati Raj (Amendment) Act, Constitution of India, Article 14.",Right to equality under Article 14 and its application to electoral laws.,Supreme Court precedents on electoral qualifications and reasonable classification.,"The Supreme Court determined that the amendment was a reasonable restriction, as literacy levels of representatives could enhance governance.","The Supreme Court upheld the Haryana law, stating it met the test of reasonableness under Article 14."
GPT-J-6b,"Municipal Board, Manglaur Vs. Sri Mahadeoji Maharaj","Municipal Board, Manglaur",Sri Mahadeoji Maharaj,Whether the vacant land adjacent to a public road belonged to the Municipality or was privately owned.,"The Municipality sought to develop structures on the disputed land, claiming it was public property. The respondent challenged this claim, arguing that the land was private property.","The lower court ruled in favor of the respondent, issuing a permanent injunction against the Municipality.",The Municipality contended that the land was part of the public roadway system and vested in it. The respondent argued it was private property and had never been acquired by the Municipality.,Municipal Acts governing land acquisition and public roads.,Legal principles defining municipal control over roads and adjacent properties.,Judicial decisions on roadways and land ownership disputes.,The ruling centered on whether land adjacent to a road is presumed public unless proven otherwise.,Awaiting Supreme Court’s final decision on ownership.
GPT-J-6b,Union of India Vs. Association for Democratic Reforms,Union of India,Association for Democratic Reforms,"Whether voters have a right to know the criminal records, assets, and liabilities of candidates contesting elections.","A petition sought mandatory disclosure of candidates' criminal records, assets, and liabilities to ensure transparency.","The High Court ruled in favor of transparency, making disclosure mandatory.",The petitioner (Union of India) contended that mandatory disclosure was unnecessary and violated candidates’ right to privacy. The respondent argued that transparency in elections was fundamental to democracy.,"Representation of the People Act, 1951.",Electoral laws governing candidate disclosures and voter rights.,Previous rulings reinforcing electoral fairness and transparency.,The case examined the balance between privacy rights of candidates and the electorate’s right to an informed choice.,"The Supreme Court ruled that candidates must disclose criminal records, assets, and liabilities before elections."
GPT-J-6b,Jindal Stainless Ltd. Vs. State of Haryana,Jindal Stainless Ltd.,State of Haryana,Whether state-imposed entry tax violates the constitutional principle of free trade across states.,"The petitioner challenged the validity of entry tax, arguing that it restricted free trade as guaranteed.",The High Court ruled that states have the power to impose entry tax as long as it does not discriminate against interstate trade.,The petitioner contended that entry tax acted as a barrier to interstate trade and was against the constitutional guarantee of free movement of goods. The state argued that taxation was a necessary regulatory tool.,"Constitution of India, Article 301.",Constitutional provisions on free trade and permissible taxation by states.,Previous cases interpreting Article 301 and taxation powers of states.,"The ruling emphasized that while free trade is a fundamental principle, states have limited authority to impose entry tax under certain conditions.",The Supreme Court upheld the validity of entry tax but ruled that it must not discriminate against interstate commerce.
GPT-J-6b,"M/S Japan Airlines Co. Ltd Vs. Commissioner of Income Tax, New Delhi",M/S Japan Airlines Co. Ltd,"Commissioner of Income Tax, New Delhi",Whether landing and parking fees paid by airlines qualify as rent under tax laws.,"The petitioner, Japan Airlines, paid charges for airport maintenance, landing services, and security, which were classified as rent by the Income Tax Department.","The Income Tax Tribunal upheld the view that airport charges constitute rent, making TDS applicable.","The petitioner argued that these charges were for aviation services rather than land usage, making TDS on rent inapplicable.","Section 194-I of the Income Tax Act, 1961.",Definition of rent under Indian tax laws and its application to commercial transactions.,Prior cases interpreting whether service-based payments can be treated as rental income.,Payments for essential services do not automatically fall under rent unless they involve direct land use.,The case is pending a Supreme Court decision.
GPT-J-6b,State of Punjab Vs. Jagjit Singh,State of Punjab,Jagjit Singh,Whether temporary employees are entitled to equal pay as permanent employees for the same work.,"The respondent, a temporary government employee, claimed the right to receive wages equal to those of regular employees performing similar duties.","The High Court ruled in favor of the respondent, upholding the principle of equal pay for equal work.",The state contended that temporary workers do not have the same legal standing as permanent employees and hence cannot claim equal remuneration.,"Constitution of India, Article 14.",Principle of equal pay for equal work and its applicability to government employees.,Previous cases affirming wage equality for similarly placed employees.,Performing identical work under the same conditions justifies equal compensation regardless of employment status.,"Supreme Court upheld the High Court’s decision, reinforcing equal pay for equal work in government employment."
GPT-J-6b,Kailas & Others Vs. State of Maharashtra,Kailas & Others,State of Maharashtra,Whether honor killings should be treated as a distinct offense under criminal law.,"The petitioners were convicted of murdering a couple who married against social customs, raising the question of whether such killings should have a separate legal classification.","The High Court upheld the conviction under Section 302 IPC, treating it as a standard murder case.",Petitioners argued that cultural traditions and community norms should be considered as mitigating factors in sentencing.,"Indian Penal Code, Section 302.",Murder laws under IPC and their application to cases involving social customs.,Prior judgments establishing that honor killings fall under murder with no exceptions.,Murder motivated by honor or societal norms is still punishable under the standard laws governing homicide.,"The Supreme Court upheld life imprisonment for the accused, reinforcing the need for strong deterrence against honor killings."
GPT-J-6b,Krishna Pillai Vs. State of Madras,Krishna Pillai,State of Madras,Whether a confession in an illegal gold smuggling case is sufficient for conviction under the Land Customs Act.,"The petitioner was apprehended while smuggling gold from Pondicherry, leading to a trial based on his confession and seized goods.","The Trial Court convicted the petitioner, considering his confession and the seized gold as sufficient evidence.",The defense argued that the confession was improperly obtained and should not be the sole basis for conviction.,"Section 7(1)(b) of the Land Customs Act, 1924.",Goods smuggled without customs clearance are subject to confiscation under the law.,Prior cases where confessions played a key role in customs and smuggling convictions.,"A confession, if legally obtained, is valid evidence for smuggling cases, but procedural fairness must be upheld.","The High Court found procedural flaws in obtaining the confession, upholding the conviction but reversing the confiscation of gold."
GPT-J-6b,State of Rajasthan Vs. Jagannath,State of Rajasthan,Jagannath,Whether unauthorized occupation of government land warrants eviction and rehabilitation measures.,"The respondent occupied government land without permission, leading to legal proceedings for eviction.",The High Court ruled in favor of the state and ordered the respondent’s eviction.,The petitioner contended that government land cannot be occupied without prior authorization.,Land Encroachment Act.,"Government land must remain protected from illegal occupation, with eviction being the primary remedy.",Cases related to land encroachment and eviction procedures.,"While eviction is necessary for land protection, rehabilitation should be considered for displaced occupants.",The Supreme Court upheld eviction but mandated rehabilitation in appropriate cases.
GPT-J-6b,National Legal Services Authority Vs. Union of India,National Legal Services Authority (NALSA),Union of India,Whether transgender individuals should be legally recognized as a third gender and entitled to fundamental rights.,A PIL was filed to establish the legal recognition of transgender persons and ensure their access to fundamental rights.,High Court ruled in favor of recognizing transgender rights but did not specify the need for policy implementation.,The petitioner argued that the failure to recognize transgender persons violated their dignity and fundamental rights.,"Constitution of India, Articles 14, 15, 21.",Rights of transgender individuals are protected under the Constitution as fundamental rights.,Previous judgments on minority rights and human dignity.,Transgender individuals are entitled to legal recognition and the protection of their human rights.,The Supreme Court recognized transgender individuals as a third gender and directed the government to formulate policies ensuring their rights.
GPT-J-6b,Mithu Vs. State of Punjab,Mithu,State of Punjab,Whether the mandatory death penalty under Section 303 IPC violates constitutional rights.,"The petitioner, a life convict, challenged the validity of Section 303 IPC, which prescribed a mandatory death sentence.","High Court upheld the provision, maintaining that it was necessary for deterrence.",The petitioner contended that a mandatory death sentence violated Article 21 and denied courts the ability to consider mitigating factors.,"Indian Penal Code, Section 303.","The death penalty should be discretionary, not mandatory, under Article 21.",Prior rulings that emphasize individualized sentencing in capital cases.,A mandatory death sentence is unconstitutional as it removes the judge’s ability to assess mitigating circumstances.,"Supreme Court struck down Section 303 IPC, holding that automatic death penalties violate Article 21."
GPT-J-6b,D.K. Basu Vs. State of West Bengal,D.K. Basu,State of West Bengal,Whether safeguards are needed to prevent custodial violence and deaths.,"A PIL was filed highlighting custodial torture and deaths, urging the court to establish preventive guidelines.",High Court acknowledged the issue but only suggested reforms without imposing mandatory guidelines.,The petitioner argued that the absence of clear legal safeguards enabled police misconduct and human rights violations.,"Constitution of India, Article 21.","The right to life and dignity applies to all individuals, including those in custody.",Previous rulings on human rights and due process protections for detainees.,"Fundamental rights must extend to detainees, and custodial violence cannot go unchecked.","Supreme Court established binding guidelines for arrests, detention, and custodial treatment."
GPT-J-6b,Ajay Hasia Vs. Khalid Mujib Sehravardi,Ajay Hasia,Khalid Mujib Sehravardi,Whether a government-funded institution qualifies as 'State' under Article 12.,"A technical institute was accused of discriminatory admissions, raising concerns over its legal status under Article 12.",High Court held that the institute did not qualify as 'State' under Article 12.,The petitioner contended that substantial government funding and control made the institute an extension of the State.,"Constitution of India, Article 12.",Entities financially and administratively controlled by the State are subject to fundamental rights.,Previous judgments on the applicability of fundamental rights to public institutions.,Institutions receiving substantial funding and operating under state control fall under 'State' under Article 12.,Supreme Court ruled that the technical institute qualified as 'State' under Article 12 and was bound by fundamental rights.
GPT-J-6b,Narmada Bachao Andolan Vs. Union of India,Narmada Bachao Andolan,Union of India,"Whether the construction of the Sardar Sarovar Dam led to large-scale displacement and ecological damage, violating environmental laws.","Narmada Bachao Andolan filed a Public Interest Litigation (PIL) against the Sardar Sarovar Dam’s construction, citing displacement of thousands of people and environmental degradation.","High Court ruled in favor of the project, citing developmental benefits. ",The dam violated environmental laws and failed to properly rehabilitate displaced communities.,"Environmental Protection Act, 1986.",Development projects must comply with environmental regulations and ensure proper rehabilitation.,Previous cases on environmental protection and human rights in development projects.,Whether large-scale development projects can proceed despite environmental concerns.,Supreme Court upheld the dam's construction but mandated strict rehabilitation measures to protect displaced people.
GPT-J-6b,"The Commissioner of Income-Tax, Bombay Vs. S. K. F. Ball Bearing Co., Ltd.","Commissioner of Income-Tax, Bombay","S. K. F. Ball Bearing Co., Ltd.",Whether the remittances made by S. K. F. under Clause 23 of the agreement were taxable under Section 4(1)(a) of the Indian Income-Tax Act.,S. K. F. received goods on consignment from foreign corporations and sold them in its own name. The sale proceeds were collected and remitted under Clause 23 of the agreement. ,"Ruled that remittances made before sales proceeds were received were not taxable, but those made after sales proceeds were realized could be taxed.",S. K. F. was liable to pay tax on remittances as they constituted profits earned in India. ,Section 4(1)(a) of the Indian Income-Tax Act.,"If profits arise in taxable territory, they are subject to taxation.",Prior cases on income recognition and agency relationships in tax law.,Whether remittances under contractual obligations can be classified as income of the agent.,"Reversed the High Court’s decision. Held that S. K. F. acted as an agent, and all remittances were not taxable as they were not the agent’s profit."
GPT-J-6b,"Turner Morrison And Co., Ltd Vs. Hungerford Investment Trust Ltd","Turner Morrison And Co., Ltd",Hungerford Investment Trust Ltd,Whether Turner Morrison was entitled to reimbursement for the super tax paid on behalf of Hungerford Investment Trust Ltd.,"Turner Morrison also sought a paramount lien on 2,295 shares owned by Hungerford in Turner Morrison. The defendant denied liability, arguing estoppel, waiver, limitation, and manipulation by Haridas Mundhra. The trial court dismissed the suit, and the High Court upheld this decision.","Dismissed the suit, holding that Turner Morrison failed to prove the payment and the claim was barred by estoppel, waiver, and limitation.","Turner Morrison argued that it paid the tax on behalf of Hungerford and was legally entitled to reimbursement, along with interest and a lien on shares.",Tax liability and reimbursement laws under Indian corporate and tax law.,Reimbursement requires proof of actual payment and a legal obligation on the defendant to pay.,Cases defining when an agent can seek reimbursement from a principal.,Whether Turner Morrison had a legal right to claim reimbursement and interest for the tax payments.,"Upheld the High Court's decision, ruling that Turner Morrison had not provided sufficient proof of payment."
GPT-J-6b,M/S. Corporate Ispat Alloys Limited Vs. M/S. Jayaswal Neco Industries Limited,M/S. Corporate Ispat Alloys Limited,M/S. Jayaswal Neco Industries Limited,"Whether the respondent company was liable for winding up under Section 439 of the Companies Act, 1956 due to inability to pay its debt.",The Company Court postponed the matter due to pending arbitration. The petitioner challenged this delay.,"Company Court postponed the matter to 27.01.2016 due to ongoing arbitration, considering that the same amount was subject to arbitration proceedings.",Arbitration proceedings should not delay the winding-up process.,"Section 439 of the Companies Act, 1956.",Arbitration does not bar winding-up proceedings if the company is proved to be unable to pay its debts.,D.V. Suresh Kumar vs. M/S. R.M.S. Engineering Co. (P) Ltd.—Held that arbitration does not prevent winding-up.,Whether pending arbitration proceedings can delay winding-up proceedings under Company Law.,"Ruled in favor of the petitioner, holding that arbitration proceedings do not act as a bar to winding-up."
GPT-J-6b,National Organic Chemical Inds. Ltd Vs. Miheer H. Mafatlal,National Organic Chemical Industries Ltd. (Appellant),Miheer H. Mafatlal & MIL,Whether the Company Court had jurisdiction to examine the validity of share allotment under Sections 391-394 of the Companies Act in a merger case.,MIL allotted shares to the appellant despite an injunction order from the City Civil Court. The appellant was not a party in the initial appeal proceedings.,"Company Court upheld the Amalgamation Scheme, but ruled that the share allotment violated an injunction order.",The Company Court’s role is limited to sanctioning/rejecting the merger scheme under Sections 391-394.,"Sections 391-394 of the Companies Act, 1956 (Merger & Amalgamation).",The Company Court's role is limited to approving or rejecting the merger and should not examine ownership disputes.,Similar cases held that merger proceedings do not extend to shareholder disputes unless specifically raised.,Whether Company Courts should limit their rulings to merger approvals and not intervene in share disputes.,"Ruled in favor of the appellant, stating that the Company Court exceeded its jurisdiction by ruling on the validity of share allotment."
GPT-J-6b,Anjuman Islamia and Others Vs. Munshi Tegh Ali and Others,Anjuman Islamia and Others (Plaintiffs),Munshi Tegh Ali and Others (Defendants),Whether Badi Takia is the private property of the plaintiffs or a wakf property.,Plaintiffs claimed ownership of Badi Takia and alleged that the defendants had illegally placed a tazia on their land.,"Ruled in favor of the plaintiffs, rejecting the wakf claim.","Plaintiffs had legal ownership of Badi Takia. The placement of the tazia was unauthorized, causing damages.",Wakf Act & Property Law regarding dedication to religious use.,A valid wakf requires a clear declaration of intention. Possession and management alone do not create a wakf.,Courts have previously ruled that land use for religious purposes does not automatically make it wakf property.,Whether land use for religious purposes automatically establishes a wakf.,Ruled in favor of the plaintiffs.
GPT-J-6b,Hindustan Petroleum Corpn. Ltd Vs. Ashok Ranghba Ambre,Hindustan Petroleum Corporation Ltd. (HPCL),Ashok Ranghba Ambre,Whether the respondent was entitled to be recognized as a permanent employee of HPCL.,"The High Court upheld the Labour Court's decision, granting the respondent permanent employment from March 16, 1992.","Ruled in favor of the respondent, granting permanent employment with 18% interest.",Granting permanency would set a problematic precedent for casual workers.,"Industrial Disputes Act, 1947 (regarding employment status and permanency).",Casual workers cannot claim permanency unless hired through a formal process.,Previous cases have ruled that ad hoc workers have no automatic right to permanency.,Whether continuous engagement as a casual worker grants permanent employee status.,Ruled in favor of HPCL.
GPT-J-6b,Krishnakumar Mills Company Limited and Another Vs. State of Gujarat and Others,Krishnakumar Mills Company Limited and Another,State of Gujarat and Others,Whether the acquisition of the appellant’s land by the Gujarat Industrial Development Corporation (GIDC) was valid and served a public purpose.,"The appellant challenged the acquisition, arguing that the 1962 Act was unconstitutional and that the acquisition did not serve a public purpose.","Dismissed the appellant’s challenge, upholding the validity of the Gujarat Industrial Development Act, 1962",The acquisition did not serve a public purpose. The appellant’s land was necessary for its own business operations and should not have been acquired.,"Gujarat Industrial Development Act, 1962 (Act 23 of 1962).",The government has discretion in determining public purpose but must act within constitutional limits.,They Upheld the constitutionality of similar industrial development laws.,"Whether the Gujarat Industrial Development Act, 1962 is valid and whether industrial development qualifies as a public purpose.",Dismissed the appeal.
GPT-J-6b,Pratima Chowdhury Vs. Kalpana Mukherjee,Pratima Chowdhury,Kalpana Mukherjee,Whether Pratima Chowdhury had a valid legal claim to Flat No. 5D in Orchestra Co-operative House Society.,Indirani Bhattacharya resigned from the Society in favor of Pratima Chowdhury.,"The transfer was legally valid, confirming Pratima Chowdhury as the rightful owner.",The transfer followed all legal requirements. The Deputy Registrar's approval confirmed her ownership. The Society formally accepted her as a member.,"West Bengal Co-operative Societies Act, 1983.",Membership transfers require Society & Registrar approval. Legal compliance ensures valid ownership transfer.,Previous cases affirmed that proper approvals validate ownership transfers in housing societies.,Whether approval by the Society and Deputy Registrar sufficiently validates property transfer.,"Ruled in favor of Pratima Chowdhury, confirming her as the legal owner of Flat No. 5D."
GPT-J-6b,P.P. Enterprises Etc. Vs. Union of India and Others Etc.,P.P. Enterprises,Union of India & Others,Whether the impugned order restricting the storage limits of sugar was reasonable and constitutionally valid.,The government issued an impugned order regulating the storage of sugar by dealers. P.P. Enterprises challenged the order on the grounds of unreasonable restrictions and violation of Article 14.,P.P. Enterprises challenged the order on the grounds of unreasonable restrictions and violation of Article 14.,The order imposed an arbitrary restriction on sugar storage. The special treatment for Calcutta dealers violated Article 14.,Article 14 of the Indian Constitution (Right to Equality).,Regulations must balance individual rights and public interest. Reasonable classification is permissible under Article 14.,Courts have upheld economic regulations when they serve a legitimate public interest.,Whether storage restrictions imposed by the government were reasonable and served a legitimate public interest.,"The court upheld the impugned order, ruling that the restrictions were reasonable, in public interest, and not arbitrary."
GPT-J-6b,Ashok Kumar Barik Vs. State of Orissa,Ashok Kumar Barik,State of Orissa,Whether the conviction under Section 302 IPC was justified given the circumstances of the case.,"The petitioner, a tutor, was in a romantic relationship with the deceased, a 17-year-old girl. Due to parental opposition based on caste differences.","Convicted the petitioner under Section 302 IPC, relying on eyewitness testimony and medical evidence",The prosecution failed to prove guilt beyond a reasonable doubt; witness testimony was unreliable.,"Section 302 IPC (Punishment for Murder); Indian Evidence Act, 1872.",A conviction under Section 302 IPC requires proof beyond a reasonable doubt; reliance on witness testimony is critical.,Cases requiring stringent proof in criminal trials; reliance on witness credibility.,The High Court found inconsistencies in witness testimonies and ruled that the prosecution had not met the burden of proof.,Conviction overturned; petitioner acquitted due to lack of conclusive evidence.
GPT-J-6b,Kartar Singh Vs. The Union of India,Kartar Singh,The Union of India,Whether the principles of natural justice were violated due to the non-supply of necessary documents and whether the High Court was justified in dismissing the case in limine.,Kartar Singh was accused of involvement in smuggling contraband gold. The Central Board of Revenue based its order on four key inferences.,"The Central Board of Revenue upheld the allegations, leading to penal action against the petitioner.",The order was based on assumptions rather than concrete evidence; he was denied a fair hearing due to the lack of access to critical documents.,"Customs Act, 1962 (Section 167(8)); Principles of Natural Justice.","The Board must base its findings on reasonable evidence, and procedural fairness must be maintained.",Radha Krishan Bhatia v. Union of India: Mere recovery of smuggled gold does not automatically establish involvement in illegal importation.,"The Board’s findings were based on unreasonable assumptions rather than direct evidence, violating the petitioner’s rights.","The appeal was allowed, and the order of the Central Board of Revenue was quashed. The petitioner was awarded costs."
GPT-J-6b,Surya Kant Roy Vs. Imamul Hai Khan,Surya Kant Roy,Imamul Hai Khan,Whether the respondent was disqualified from contesting the election due to holding an office of profit and whether he used government officials to further his election prospects.,"The respondent was a member of the Mines Board of Health under the Bihar and Orissa Mining Settlement Act, 1920. The petitioner argued that this constituted an office of profit.","The High Court at Patna dismissed the election petition, ruling that the respondent was not holding an office of profit and that the election was not affected by the alleged misconduct.","The Mines Board of Health was a government-controlled entity, and the respondent’s membership amounted to an office of profit, disqualifying him. ","Bihar and Orissa Mining Settlement Act, 1920; Representation of the People Act,1951.",A candidate is disqualified if they hold an office of profit under the government. Electoral processes must be free from undue influence.,Cases defining the office of profit and election malpractice standards.,The respondent’s position did not meet the criteria for an office of profit. The allegations regarding police involvement lacked sufficient evidence.,"The appeal was dismissed, upholding the respondent’s election."
GPT-J-6b,Punjab Traders And Ors Vs. State Of Punjab And Ors,Punjab Traders and Others,State of Punjab and Others,"Whether the East Punjab Molasses (Control) Amendment Act, 1973 required prior Presidential sanction under Article 304(b) and if it violated Article 14.","The appellants challenged the Amendment Act, 1973, arguing that it lacked Presidential sanction as required by Article 304(b). They also claimed it violated Article 14 by substantially altering their rights. ","The Punjab and Haryana High Court dismissed the writ petition, stating the appellants failed to demonstrate any personal harm from the Amendment Act, 1973.","The Amendment Act was a procedural update, not a substantial modification, and therefore did not require Presidential assent. ","East Punjab Molasses (Control) Act, 1948; Article 304(b) and Article 14 of the Indian Constitution.",A state law affecting trade and commerce requires Presidential assent under Article 304(b). Laws must not unfairly discriminate under Article 14.,Previous cases interpreting Article 304(b) and minor amendments to economic regulations.,"The Amendment Act, 1973, did not impose significant new restrictions requiring Presidential approval. ","The appeal was dismissed, and the Amendment Act, 1973, was upheld."
GPT-J-6b,Reena Suresh Alhat Vs. State Of Maharashtra And Anr,Reena Suresh Alhat,State of Maharashtra and Another,Whether the rejection of the petitioner's nomination and the stay on election symbol allotment violated electoral rights.,"The petitioner, a candidate in the Pune Municipal Corporation elections, had her nomination rejected.","The Bombay High Court dismissed the writ petitions, citing the availability of an alternative remedy.",The rejection of the nomination and the stay on the election symbol allocation deprived the petitioners of their electoral rights. ,"Maharashtra Municipal Corporation Act, 1949; Electoral Laws; Constitutional provisions on elections.",Electoral disputes should be resolved through statutory mechanisms rather than writ petitions.,Previous cases on writ jurisdiction in election matters and alternative remedies under election law.,The Supreme Court found that the High Court dismissed the matter without addressing its public importance and agreed to examine the legal questions involved.,The Supreme Court admitted the petition and agreed to examine the legal questions raised.
GPT-J-6b,Karimbil Kunhikoman Vs. State Of Kerala,Karimbil Kunhikoman,State of Kerala,Whether differential compensation based on property value violates the right to just compensation under the eminent domain principle.,"The petitioner challenged the compensation scheme under the Land Acquisition Act, arguing that applying different cuts based on property value was arbitrary. ","The lower court upheld the compensation scheme, justifying the differentiation based on financial capacity.","The slab system is justified as a form of equitable redistribution, ensuring fair compensation for smaller landowners.",Land Acquisition Act; Constitutional principles on eminent domain.,Compensation should be based on market value without discrimination.,Cases on just compensation under eminent domain; Supreme Court rulings on property rights.,"The Supreme Court held that differential compensation based on property value was unconstitutional, as it created unjustified discrimination.",The Supreme Court struck down the discriminatory compensation system and held that compensation.
GPT-J-6b,Moideenkutty Haji Vs. Director General & Others,Moideenkutty Haji,Director General & Others,Whether the construction of an aluminium roof on an existing building violates the Ancient Monuments.,The petitioner challenged the Kerala High Court’s Division Bench ruling that the aluminium roof was not a temporary structure and violated heritage laws.,"The Single Judge ruled in favor of the petitioner, directing the competent authority to decide on the pending application.",The construction was only a temporary protective structure to prevent further damage to the building.,"Ancient Monuments and Archaeological Sites and Remains (Amendment & Validation) Act, 2010.",Unauthorized modifications to protected structures are not permissible.,Cases related to unauthorized modifications in heritage buildings.,"The Supreme Court analyzed the engineer’s report, which indicated that the building was in poor condition, and considered whether the aluminium roof was a necessary modification.",The Court upheld the decision that the structure was in violation of regulations and must be removed.
GPT-J-6b,"S. S. Shetty Vs. Bharat Nidhi, Ltd",S. S. Shetty,"Bharat Nidhi, Ltd",Whether the petitioner was entitled to reinstatement and financial compensation based on the employment terms and industrial dispute laws.,The petitioner was an employee under Bharat Bank Ltd. and later became part of Bharat Nidhi Ltd. The case involved employment termination and the benefits associated with reinstatement under labor laws.,The Industrial Tribunal awarded reinstatement to the petitioner.,The reinstatement benefits should not include additional financial calculations beyond the immediate employment contract.,"Industrial Disputes Act, 1947.","Employment reinstatement requires computation of compensation, factoring in pension, gratuity, and salary.",Cases related to reinstatement compensation and labor rights.,"The court considered the terms of employment, pension, gratuity, and the impact of future disputes on the financial compensation awarded.",The Supreme Court upheld that reinstatement should be accompanied by appropriate financial compensation based on the employment agreement.
GPT-J-6b,Essco Fabs Pvt. Ltd. Vs. State of Haryana,Essco Fabs Pvt. Ltd.,State of Haryana,"Whether the rejection of Essco’s application for land acquisition was justified under the Land Acquisition Act, 1894.","The Haryana government initially issued notifications under Sections 4 and 6 of the Land Acquisition Act, 1894, to acquire land for public purposes. ","The High Court of Punjab & Haryana dismissed the writ petitions, upholding the government’s decision.","Essco argued that its export-oriented unit contributed significantly to foreign exchange and employment, qualifying as a public purpose under the Land Acquisition Act.","Land Acquisition Act, 1894.",Section 4 and Section 6 govern land acquisition for public purposes; Section 10 applies to private acquisition requests.,Prior cases defining ‘public purpose’ under the Land Acquisition Act.,The court analyzed whether an export-oriented unit’s land acquisition qualifies as public interest.,"The Supreme Court upheld the High Court’s decision, rejecting Essco’s appeal."
GPT-J-6b,Pankaj Kumar Vs. State of Jharkhand & Ors.,Pankaj Kumar,State of Jharkhand & Others,"Whether the petitioner, who participated in public employment under the general category in Bihar, can be denied reservation benefits in Jharkhand despite being absorbed under the Bihar Reorganization Act, 2000.","The petitioner, originally from Bihar, was absorbed into Jharkhand’s public employment under the Bihar Reorganization Act, 2000.","The Jharkhand High Court dismissed the petition, upholding the state’s decision to deny reservation benefits.","The Jharkhand government argued that the petitioner should claim reservation benefits in Bihar, not Jharkhand, since he was initially appointed in Bihar.","Bihar Reorganization Act, 2000.",Section 73 protects the existing service conditions and reservation benefits of employees transferred from Bihar to Jharkhand.,Interpretation of state reorganization laws in protecting employees’ rights.,The court analyzed whether reservation benefits are transferable post-reorganization and whether Section 73 of the Act applies in this case.,"The Supreme Court set aside the High Court's order, ruling in favor of the petitioner and affirming his right."
GPT-J-6b,K. Gopinathan Nair and Others Vs. State of Kerala,K. Gopinathan Nair & Others,State of Kerala,Whether the purchase of African raw cashewnuts from the Cashew Corporation of India (CCI) qualifies as a transaction in the course of import.,"The appellants, engaged in purchasing raw cashewnuts and exporting processed cashew kernels, argued that their purchases from CCI constituted imports.","The Kerala Sales Tax Appellate Tribunal rejected the assessees’ claim, and the Division Bench of the Kerala High Court upheld the rejection.","The assessees contended that their transactions were direct imports via CCI, which was merely a canalizing agency, and thus should be exempt from state taxation.","Kerala General Sales Tax Act, 1963; Central Sales Tax Act, 1956 (Section 5(2)).",Section 5(2) of the Central Sales Tax Act exempts transactions in the course of import from state taxation.,Interpretation of Section 5(2) regarding when an import sale is complete.,"The majority held that Section 5(2) does not cover the transactions, affirming that the sales by CCI to the assessees were domestic transactions.",The appeals were dismissed.
