Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
SaulLM-7B,State of Karnataka Vs. Union of India,State of Karnataka,Union of India,Whether the financial allocations made by the central government under federal distribution policies are constitutionally valid.,"Karnataka challenged the central government's allocation of funds, alleging that the state's financial rights were being unfairly curtailed.","The High Court ruled in favor of the central government, upholding the allocation of funds and dismissing Karnataka’s petition.",Karnataka argued that the financial allocation made by the central government was inequitable and unfairly limited the state's financial autonomy.,"Constitution of India, Seventh Schedule.",Fiscal federalism and financial distribution under constitutional provisions.,Prior rulings on the distribution of financial resources between the state and central government.,Financial distribution between the central and state governments must be equitable.,The Supreme Court upheld the financial distribution policy of the central government but suggested improvements for a more equitable allocation.
SaulLM-7B,Rajbala Vs. State of Haryana,Rajbala,State of Haryana,Whether imposing minimum educational qualifications for contesting local body elections under the Haryana Panchayati Raj Act is constitutional.,"Haryana amended its Panchayati Raj Act, making educational qualifications mandatory for contesting local body elections.","High Court ruled in favor of the amendment, upholding the imposition of minimum educational qualifications for local body elections.",Rajbala argued that the amendment violated the fundamental right to equality under Article 14 by restricting access to electoral participation based on educational qualifications.,Haryana Panchayati Raj Act.,"Electoral rights and reasonable restrictions under the Constitution, particularly Article 14.","Previous decisions on the constitutionality of restrictions on electoral rights, especially those based on educational qualifications.",The imposition of educational qualifications for contesting elections does not violate the right to equality if it serves a rational purpose.,"The Supreme Court upheld the constitutionality of the Haryana law, determining that the educational qualifications were a reasonable classification."
SaulLM-7B,"Municipal Board, Manglaur Vs. Sri Mahadeoji Maharaj","Municipal Board, Manglaur",Sri Mahadeoji Maharaj,Whether the land adjacent to the public road was part of municipal property or private property.,"The Municipality intended to use the vacant land adjacent to the road for construction purposes, but the land's ownership was in dispute.","The Court granted a permanent injunction in favor of the respondent, declaring the land was private property and not under municipal control.","The petitioner argued that the land was public property, falling under the jurisdiction of the Municipality. The respondent argued it was private land.",Municipal laws governing the use of land adjacent to public roads.,Interpretation of property rights regarding municipal authority over adjacent land.,Previous cases related to land ownership and jurisdiction of municipalities over adjacent properties.,The case centered around determining if the land was private property or if it vested with the Municipality under public road laws.,The matter was taken to the Supreme Court for further ruling.
SaulLM-7B,Union of India Vs. Association for Democratic Reforms,Union of India,Association for Democratic Reforms,"Whether voters have the right to know a candidate’s criminal background, assets, and liabilities before elections.","The petition sought to make it compulsory for candidates to disclose their criminal records, assets, and liabilities to ensure transparency.","The High Court ruled in favor of disclosure, emphasizing the need for an informed electorate in democratic elections.",The petitioner contended that mandatory disclosure violated privacy rights and was not essential for electoral fairness.,"Representation of the People Act, 1951.",Laws regarding electoral transparency and the disclosure of candidate information before elections.,Prior judgments on electoral reforms and the extent of voter rights in relation to candidate information disclosure.,"Voters have a right to know candidates' criminal records, assets, and liabilities to make an informed decision.",The Supreme Court upheld the need for transparency.
SaulLM-7B,Jindal Stainless Ltd. Vs. State of Haryana,Jindal Stainless Ltd.,State of Haryana,Whether state governments can impose an entry tax without violating the right to free trade between states.,The petitioner argued that the imposition of entry tax by Haryana restricted interstate commerce.,The High Court upheld the state’s authority to impose an entry tax as a valid exercise of power.,The petitioner argued that the entry tax amounted to an unconstitutional restriction on free trade between states.,"Constitution of India, Article 301.","Provisions under the Constitution relating to free trade, commerce, and taxation powers of states.",Prior rulings on the constitutionality of state-imposed taxes and their impact on interstate commerce.,"States have the power to impose taxes, such as entry taxes, as long as they do not infringe on the freedom of trade between states.","The Supreme Court upheld the imposition of entry tax, affirming that states can impose taxes that regulate trade within their jurisdiction."
SaulLM-7B,"M/S Japan Airlines Co. Ltd Vs. Commissioner of Income Tax, New Delhi",M/S Japan Airlines Co. Ltd,"Commissioner of Income Tax, New Delhi",Whether the payments made by Japan Airlines for landing and parking fees should be treated as rent for the purpose of TDS.,"Japan Airlines paid airport charges for landing, parking, and maintenance of airport services and infrastructure.","The Income Tax Department ruled that landing and parking charges are rent, thus subject to TDS.","The petitioner contested the classification of payments as rent under tax laws, arguing that such charges do not qualify as rent.","Section 194-I of the Income Tax Act, 1961.","Section 194-I, which applies to payments made for the use of land or property, is relevant for determining TDS applicability.","Previous rulings on whether payments for services at airports, including landing and parking.","Payments for the use of airport land and services, such as parking and landing, qualify as rent.",Awaiting Supreme Court’s decision on the tax treatment of landing and parking charges as rent for TDS purposes.
SaulLM-7B,State of Punjab Vs. Jagjit Singh,State of Punjab,Jagjit Singh,Whether temporary employees are entitled to equal pay for performing duties identical to those of permanent employees.,"Jagjit Singh, a temporary employee, claimed entitlement to equal pay for equal work as that of a permanent employee.","High Court ruled in favor of Jagjit Singh, affirming the principle of equal pay for equal work for temporary employees.",Respondent argued that temporary employees performing identical duties should receive the same pay as permanent employees.,"Constitution of India, Article 14.","The principle of equal pay for equal work applies to employees, whether permanent or temporary, if their work duties are the same.","Earlier rulings emphasizing equal pay for equal work, particularly in cases involving temporary and permanent workers.",Temporary employees performing identical duties to permanent employees are entitled to the same pay and benefits.,"Supreme Court upheld the High Court’s decision, affirming the entitlement of temporary employees to equal pay for equal work."
SaulLM-7B,Kailas & Others Vs. State of Maharashtra,Kailas & Others,State of Maharashtra,Whether honor killings should be treated as separate offenses under criminal law and how they should be punished.,Kailas and others were convicted for killing a couple who married against their family’s and community’s norms.,High Court upheld the conviction of the accused under Section 302 (murder) of the Indian Penal Code.,"Petitioners argued for consideration of cultural and societal customs during sentencing, suggesting a less severe penalty.","Indian Penal Code, Section 302.",The criminal law on murder applies to honor killings.,Earlier rulings affirm that honor killings are to be treated as murder under the law and should attract strong penalties to deter such offenses.,The legal system does not allow honor killings to be treated as a lesser offense and mandates strict punishment to prevent such crimes.,"Supreme Court confirmed the sentence of life imprisonment for the accused, sending a strong message against honor killings."
SaulLM-7B,Krishna Pillai Vs. State of Madras,Krishna Pillai,State of Madras,Whether a confession of guilt in the illegal smuggling of gold is sufficient for conviction under the Land Customs Act.,Krishna Pillai was caught smuggling gold into India from Pondicherry without customs clearance.,Trial Court convicted Krishna Pillai based on evidence of smuggling.,The defense argued that the confession may have been coerced or improperly obtained.,"Section 7(1)(b) of the Land Customs Act, 1924 – dealing with unauthorized importation of goods.",Smuggling is prohibited under the Land Customs Act.,Prior case law confirms that smuggling of goods across borders without clearance is punishable under customs law.,The Court considered whether confessions in smuggling cases could be sufficient.,High Court upheld the conviction based on the smuggling charge but reversed the confiscation of gold.
SaulLM-7B,State of Rajasthan Vs. Jagannath,State of Rajasthan,Jagannath,Whether unauthorized occupation of government land can lead to eviction.,"Jagannath was accused of encroaching on government land, and the case revolves around whether eviction laws should be enforced with rehabilitation for the encroachers.","The High Court upheld the state's action for eviction, arguing that encroachment on government land cannot be allowed.","The respondent argued against eviction, suggesting that rehabilitation should be considered before eviction.",Land Encroachment Act.,The law emphasizes protection of government land.,Prior rulings confirm the state’s right to evict encroachers but emphasize the importance of fair rehabilitation for displaced persons.,The Court held that while eviction is justified for encroaching on government land.,The Supreme Court upheld the High Court’s decision for eviction .
SaulLM-7B,National Legal Services Authority Vs. Union of India,National Legal Services Authority (NALSA),Union of India,Whether transgender individuals should be legally recognized as a third gender.,The petition sought legal recognition for transgender individuals as a third gender.,"The High Court ruled in favor of transgender rights, but it did not specify detailed policies for implementation of inclusive measures.",The petitioner argued that denying legal recognition as a third gender violated transgender individuals' dignity and equal protection under the law.,"Constitutional provisions for equality, non-discrimination, and the right to life and personal liberty.","Transgender rights, dignity, and non-discrimination in legal recognition and public policies.",Earlier cases related to fundamental rights and dignity for marginalized groups.,"The Court recognized transgender individuals as the third gender, affirming their rights to equality.",The Supreme Court ruled in favor of transgender recognition as the third gender.
SaulLM-7B,Mithu Vs. State of Punjab,Mithu,State of Punjab,"Whether the mandatory death penalty under Section 303 IPC, applied to offenders serving life sentences, is constitutional.","The petitioner, an offender serving life imprisonment, challenged the mandatory death sentence imposed by Section 303 IPC for certain offenses.",The High Court upheld the constitutionality.,The petitioner argued that mandatory death penalties violate the right to life and remove judicial discretion in sentencing.,"Indian Penal Code, Section 303.",The right to life and personal liberty as guaranteed by Article 21 of the Constitution.,Earlier cases on the validity of mandatory sentences and judicial discretion.,The Supreme Court ruled that mandatory death sentences violate constitutional rights by eliminating judicial discretion in sentencing.,"The Supreme Court declared Section 303 IPC unconstitutional, striking down the mandatory death penalty provision."
SaulLM-7B,D.K. Basu Vs. State of West Bengal,D.K. Basu,State of West Bengal,Whether guidelines should be issued for the protection of individuals from custodial torture and deaths.,"A PIL was filed, pointing out instances of custodial torture and deaths.",The High Court suggested procedural reforms to address custodial violence.,The petitioner argued that the absence of proper safeguards allowed for unchecked police brutality.,"Constitution of India, Article 21.",Regulations surrounding police accountability and custodial safety.,Previous rulings related to human rights abuses by the police and the need for regulations to prevent abuse in custody.,"Fundamental rights under Article 21 extend to detainees, and preventing custodial torture.",The Supreme Court issued detailed guidelines to protect individuals from custodial torture and deaths.
SaulLM-7B,Ajay Hasia Vs. Khalid Mujib Sehravardi,Ajay Hasia,Khalid Mujib Sehravardi,Whether government-funded institutions are considered 'State' for the purposes of enforcing fundamental rights.,"The petitioner challenged discriminatory admission practices at a technical institute, arguing it was a government-funded institution covered.",The High Court ruled that the technical institute was not a 'State'.,The petitioner argued that institutions receiving significant government funding should be classified as 'State'.,"Constitution of India, Article 12.",The interpretation of 'State' for the purpose of enforcing fundamental rights under the Constitution.,Previous rulings on public institutions and their obligation to uphold fundamental rights.,Government-funded and controlled institutions are considered 'State' under Article 12 and must adhere to fundamental rights protections.,The Supreme Court ruled that the technical institute was a 'State' under Article 12.
SaulLM-7B,Narmada Bachao Andolan Vs. Union of India,Narmada Bachao Andolan,Union of India,Whether the construction of the Sardar Sarovar Dam violates environmental protection laws.,The petitioner raised concerns about the environmental degradation and large-scale displacement caused by the construction of the Sardar Sarovar Dam.,The High Court upheld the construction of the dam.,The petitioner argued that the dam's construction violated environmental laws and the rights of displaced people.,"Environmental Protection Act, 1986.",Resettlement and Rehabilitation Policies and Guidelines for displaced persons due to large development projects.,"Previous rulings on the environmental impact of development projects, resettlement.",Development projects like the dam must take into account both ecological sustainability and the rehabilitation of displaced individuals.,The Supreme Court allowed the construction of the Sardar Sarovar Dam but mandated strict rehabilitation measures.
SaulLM-7B,"The Commissioner of Income-Tax, Bombay Vs. S. K. F. Ball Bearing Co., Ltd.","Commissioner of Income-Tax, Bombay","S. K. F. Ball Bearing Co., Ltd.",Whether remittances made under the agreement by S.K.F. as an agent for foreign corporations constitute taxable income under the Indian Income Tax Act.,S. K. F. Ball Bearing Co. Ltd. acted as an agent for foreign corporations.,The High Court ruled that S. K. F. Ball Bearing Co. was merely acting as an agent.,"The petitioner argued that S. K. F. was disguising profits as remittances to avoid tax, while the respondent contended that remittances were part of the funds transfer to the principal.",Section 4(1)(a) of the Indian Income-Tax Act.,The timing and characterization of the remittances are critical in determining whether they are taxable.,"Previous rulings on the taxability of funds remitted by agents, particularly in relation to the treatment of remittances made under contract.","The sale proceeds belong to the principal, and remittances made by the agent under contractual obligations.","The Supreme Court overturned the High Court's ruling, clarifying that remittances made by S. K. F. as an agent were not taxable as profits."
SaulLM-7B,"Turner Morrison And Co., Ltd Vs. Hungerford Investment Trust Ltd","Turner Morrison And Co., Ltd",Hungerford Investment Trust Ltd,Whether Turner Morrison’s claim for reimbursement of super tax payments and interest was legally justified.,"Turner Morrison sued Hungerford for reimbursement of super tax payments, asserting a lien on shares. Hungerford contended no obligation existed for reimbursement.",The court ruled that Turner Morrison did not prove sufficient tax payments and barred the claim due to waiver and limitation.,The petitioner argued it was entitled to reimbursement for super tax payments and interest.,"Contract law, taxation principles, and doctrines of waiver, estoppel, and limitation.",The court considered whether voluntary payments without legal obligation can be reimbursed.,"Previous rulings regarding estoppel, waiver, and limitation related to financial claims and contractual obligations.","The Supreme Court dismissed the appeal, ruling that the claim for reimbursement was barred by waiver and limitation.","Dismissed the appeal, stating that no valid claim."
SaulLM-7B,M/S. Corporate Ispat Alloys Limited Vs. M/S. Jayaswal Neco Industries Limited,M/S. Corporate Ispat Alloys Limited,M/S. Jayaswal Neco Industries Limited,Whether the Company Court can proceed with the winding-up petition or must await the outcome of arbitration proceedings.,The petitioner argued that the initiation of arbitration proceedings should not prevent the Company Court from proceeding with the winding-up petition.,"The Company Court deferred its decision, reasoning that the arbitration process was ongoing.",The petitioner contended that arbitration should not override the judicial process for winding-up proceedings.,"Section 439 of the Companies Act, 1956.",The court should independently assess the insolvency situation without waiting for arbitration outcomes.,Previous judicial precedents clarifying that arbitration cannot override or delay winding-up proceedings under insolvency laws.,The key issue is whether the winding-up petition should be delayed until arbitration proceedings are concluded.,The Supreme Court ruled that arbitration proceedings alone do not justify postponing a winding-up petition.
SaulLM-7B,National Organic Chemical Inds. Ltd Vs. Miheer H. Mafatlal,National Organic Chemical Industries Ltd. (Appellant),Miheer H. Mafatlal & MIL,Whether the Company Court exceeded its jurisdiction by deciding issues related to individual share ownership.,The Company Court decided on share allotment validity.,The Company Court invalidated the share allotment under the influence of an injunction issued by the City Civil Court.,The appellant argued that the Company Court should refrain from deciding on individual shareholder titles.,"Sections 391-394 of the Companies Act, 1956.","Court's role in handling corporate disputes under Sections 391-394, avoiding jurisdiction overlap.",Prior rulings have emphasized that a City Civil Court's injunction does not restrict the decision-making.,The court ruled that shareholder ownership issues must be resolved through statutory rectification procedures.,The Supreme Court clarified that disputes concerning share ownership should be handled through the statutory rectification process.
SaulLM-7B,Anjuman Islamia and Others Vs. Munshi Tegh Ali and Others,Anjuman Islamia and Others (Plaintiffs),Munshi Tegh Ali and Others (Defendants),Whether Badi Takia was privately owned or had been dedicated to religious use as a wakf property.,"The dispute arose over the ownership of Badi Takia, with plaintiffs asserting it was their private property and defendants claiming it was a wakf.",The Trial Court upheld the plaintiffs' claim of ownership and ruled the property was not a wakf.,The plaintiffs argued that there was no formal dedication to make the property a wakf.,Legal principles of property ownership and the formalities required for creating a wakf.,Mere religious use does not automatically imply wakf status unless supported by clear evidence of dedication.,Previous cases have set the precedent that religious use alone is not enough to establish wakf.,Management by religious figures does not imply the property is automatically a wakf without formal dedication or evidence.,The Court affirmed the plaintiffs' ownership of the property.
SaulLM-7B,Hindustan Petroleum Corpn. Ltd Vs. Ashok Ranghba Ambre,Hindustan Petroleum Corporation Ltd. (HPCL),Ashok Ranghba Ambre,Whether the respondent's temporary employment should be converted into permanent status after long service.,"The respondent worked as an ad hoc employee, seeking permanent status after long service.",The Labour Court held that the respondent had worked sufficiently to gain permanent status.,"HPCL argued that the respondent’s employment was not regular, and the Labour Court misinterpreted the employment nature.",Labour laws under Indian statutes governing employment and workers' rights.,Casual or ad hoc employment cannot be treated as permanent without formal recruitment procedures.,Precedent establishes that casual or temporary employees cannot be made permanent without formal recruitment.,The Court clarified that informal employment cannot be converted to permanent status without formal recruitment procedures being followed.,"The Court ruled in favor of HPCL, emphasizing that permanent employment requires formal recruitment procedures."
SaulLM-7B,Krishnakumar Mills Company Limited and Another Vs. State of Gujarat and Others,Krishnakumar Mills Company Limited and Another,State of Gujarat and Others,"Whether the appellant’s land, vital for their textile mills, should have been excluded from compulsory acquisition.",The appellant's land was situated within a larger block of land acquired for industrial development by the government.,The High Court ruled that the appellant's land was necessary for the larger industrial development and could not be excluded from acquisition.,The appellant argued that the land was crucial to their business and should not be acquired.,"Gujarat Industrial Development Act, 1962 and applicable constitutional principles governing land acquisition for public purpose.","Once land is deemed necessary for public use under law, it cannot be selectively exempted from acquisition.",Legal precedents uphold the government's authority to acquire land for public purposes.,The Court determined that the appellant’s land was essential for the broader industrial development.,The Supreme Court rejected the appellant’s plea.
SaulLM-7B,Pratima Chowdhury Vs. Kalpana Mukherjee,Pratima Chowdhury,Kalpana Mukherjee,Whether the ownership transfer process executed by the Society and the Deputy Registrar was in accordance with the legal requirements.,Pratima Chowdhury's ownership transfer was approved by the housing society.,"The Court ruled in favor of Pratima Chowdhury, affirming her legal ownership following a compliant transfer process.","The process of ownership transfer was lawful, meeting all necessary legal conditions.",Co-operative Societies Act and housing society rules governing ownership transfers and formal approvals.,"Co-operative housing transfers must comply with formal rules, including approval from the society and the Deputy Registrar.",Precedents affirm that approved transfers within a cooperative housing society.,"The Court confirmed that ownership transfers, once approved by the society and Registrar.","The property rights were transferred legally, securing Pratima Chowdhury’s rightful ownership of the property."
SaulLM-7B,P.P. Enterprises Etc. Vs. Union of India and Others Etc.,P.P. Enterprises,Union of India & Others,Whether the classification imposed by the government on sugar storage limits was reasonable.,"The government implemented different storage limits for sugar, claiming that regional needs warranted such differentiation.",The court determined that the government's order was regulatory in nature and not unconstitutional.,The petitioner argued that the classification and storage limits unfairly impacted dealers in regions outside of Calcutta.,Directive Principles of State Policy and economic regulations under the Constitution.,Economic restrictions imposed by the state must be reasonable and have a legitimate public interest aim.,Precedents affirm that economic regulations by the government are valid if they are rational.,"The court upheld the government’s regulations on sugar storage, validating them as a reasonable economic measure in the public interest.","The regulation was deemed constitutional and aligned with economic policy, as it had a valid public interest basis."
SaulLM-7B,Ashok Kumar Barik Vs. State of Orissa,Ashok Kumar Barik,State of Orissa,Whether the prosecution proved the guilt of the petitioner beyond a reasonable doubt under Section 302 of the IPC.,"The petitioner, in a relationship with the deceased, acted under societal pressures leading to frustration.","The conviction was made under Section 302 IPC, based on key witness testimonies and medical evidence.",The petitioner argued that there were doubts in the prosecution's case and that the absence of a prior criminal record should be considered.,Section 302 IPC; Indian Evidence Act.,"Guilt in criminal cases must be established beyond a reasonable doubt, according to the Indian Evidence Act and IPC.",Precedent cases emphasize that circumstantial evidence must lead to a single.,The court found that the prosecution’s evidence was unreliable and did not establish guilt beyond a reasonable doubt.,"The court acquitted the petitioner, citing unreliable witness testimonies and insufficient evidence to convict beyond a reasonable doubt."
SaulLM-7B,Kartar Singh Vs. The Union of India,Kartar Singh,The Union of India,Whether the order by the Central Board of Revenue was legally justified and adhered to due process.,Kartar Singh was accused of being linked to smuggled gold shipments based on the findings of the Central Board of Revenue.,The Board's conclusion was based on weak and circumstantial evidence linking Kartar Singh to smuggling activities.,The petitioner argued that there was no direct evidence linking him to smuggling and that procedural violations rendered the order invalid.,"Customs Act, 1962 (Section 167(8)); Indian Penal Code.","Due process must be followed in administrative decisions, and assumptions cannot be the basis for a conviction.",Previous rulings highlight the necessity of procedural fairness and substantive evidence in administrative decisions.,The Board's overreach in its jurisdiction and failure to adhere to due process rendered the order invalid.,"The court overturned the Board’s decision, acquitting the petitioner due to lack of concrete evidence and procedural lapses."
SaulLM-7B,Surya Kant Roy Vs. Imamul Hai Khan,Surya Kant Roy,Imamul Hai Khan,Whether the respondent was disqualified due to holding an office of profit and if election malpractice was proven.,Allegations were made that the respondent held an office of profit and that government influence led to election misconduct.,The court dismissed the petition due to lack of substantial evidence supporting the claims of electoral malpractice.,"The petitioner argued that the respondent’s position was influenced by government funding, making it an office of profit.",Election laws related to candidate disqualification and the concept of holding an office of profit.,Allegations in election petitions must be backed by substantial evidence proving direct impact on election outcomes.,Previous rulings have required clear evidence of electoral malpractice affecting the election results.,The court found no significant financial or administrative advantage.,"The petition was rejected, affirming the election results due to lack of substantial proof."
SaulLM-7B,Punjab Traders And Ors Vs. State Of Punjab And Ors,Punjab Traders and Others,State of Punjab and Others,"Whether the Amendment Act, 1973, violated fundamental rights by imposing unfair regulations.","The petitioners claimed that the amendment imposed unfair regulations, but no substantial proof was presented.",The High Court found no valid basis for the claims and ruled against the petitioners.,The amendment did not specifically target the petitioners or violate any fundamental rights.,"Constitutional laws related to taxation, trade, and fundamental rights.","Article 14 protects equality, but discrimination must be proven for it to apply.",Past rulings clarifying when an amendment significantly alters constitutional rights.,No substantial proof was provided to show that the amendment unfairly discriminated.,"The court upheld the amendment, ruling against the petitioners."
SaulLM-7B,Reena Suresh Alhat Vs. State Of Maharashtra And Anr,Reena Suresh Alhat,State of Maharashtra and Another,Whether the High Court's dismissal of the writ petition violated electoral rights.,"The Bombay High Court rejected the petition, citing an alternative remedy for election disputes.","The High Court dismissed the petition, stating that election disputes must be addressed through proper channels.",The petitioner argued that the High Court should have considered the substantive electoral issues.,Indian constitutional provisions on electoral fairness and legal remedies.,Courts typically avoid intervening in election disputes unless fundamental rights are affected.,Article 329 of the Constitution restricts judicial intervention in election matters.,The Supreme Court found that the case raised substantial questions about electoral rights.,"The Supreme Court agreed to hear the case, highlighting the importance of electoral fairness."
SaulLM-7B,Karimbil Kunhikoman Vs. State Of Kerala,Karimbil Kunhikoman,State of Kerala,Whether differential compensation for land acquisition violates fairness.,The government applied a tiered formula to reduce compensation based on land value.,The lower court upheld the tiered compensation approach.,The petitioner argued that compensation should be uniform and not value-based.,Constitutional provisions on land acquisition and compensation fairness.,Fair compensation requires equal treatment of landowners.,Landmark cases on eminent domain and just compensation.,The Supreme Court ruled against discriminatory compensation deductions.,The Court held that landowners must receive equal compensation for similar acquisitions.
SaulLM-7B,Moideenkutty Haji Vs. Director General & Others,Moideenkutty Haji,Director General & Others,Whether an additional aluminum roof violated heritage conservation laws.,The petitioner added a roof modification to a building in a heritage zone.,The court ruled that the modification violated conservation laws.,The petitioner argued the modification was minor and meant for protection.,Legal framework governing heritage sites and structural modifications.,Prior approval is mandatory for any modification in heritage areas.,Cases affirming strict compliance with heritage protection laws.,The court ruled that intent does not override legal compliance.,The structure was ordered to be removed for non-compliance.
SaulLM-7B,"S. S. Shetty Vs. Bharat Nidhi, Ltd",S. S. Shetty,"Bharat Nidhi, Ltd",Whether reinstatement compensation should include pension and gratuity.,The employment bye-laws approved by RBI included pension and gratuity.,"The Tribunal upheld the employee’s claim, ensuring pension rights.",Pension and gratuity should not impact the computation of compensation.,Statutory provisions governing pension and gratuity.,Pension rights must be factored into employment compensation decisions.,Past rulings affirming pension as a statutory employment benefit.,Employment benefits must be determined per labor laws and precedents.,"The employee was reinstated with compensation, including pension rights."
SaulLM-7B,Essco Fabs Pvt. Ltd. Vs. State of Haryana,Essco Fabs Pvt. Ltd.,State of Haryana,Whether private industrial expansion qualifies as 'public purpose'.,Essco argued its industrial growth and exports justified land acquisition.,"The High Court ruled against Essco, stating expansion was not a necessity.",Essco argued that industrial growth aligns with economic development.,"Land Acquisition Act, 1894.",Private industry expansion is not classified as a public purpose.,Previous rulings rejecting private firms' land acquisition requests.,Courts determine public necessity based on statutory definitions.,The appeal was rejected as private expansion lacked public necessity.
SaulLM-7B,Pankaj Kumar Vs. State of Jharkhand & Ors.,Pankaj Kumar,State of Jharkhand & Others,Whether the petitioner was entitled to reservation benefits after state reorganization.,"The petitioner was employed in Bihar but was absorbed into Jharkhand’s services post-reorganization, losing previous reservation benefits.",The High Court ruled that reservation benefits were state-specific.,The state argued that benefits should be determined by the domicile policy of Jharkhand.,"Bihar Reorganization Act, 2000.",Service conditions must remain unchanged post-reorganization.,Cases protecting transferred employees’ rights under similar reorganization laws.,The case examined whether service conditions could be altered post-reorganization.,"The appeal was upheld, and the petitioner’s reservation rights were restored."
SaulLM-7B,K. Gopinathan Nair and Others Vs. State of Kerala,K. Gopinathan Nair & Others,State of Kerala,Whether cashewnut purchases via CCI were part of the import process.,Petitioners claimed their purchases through CCI were import transactions.,The Kerala High Court ruled that these were post-import sales taxable under domestic law.,Petitioners argued their purchases were direct import transactions.,"Kerala General Sales Tax Act, 1963; Central Sales Tax Act, 1956 (Section 5(2)).",Goods must move in direct connection to an international trade contract to be tax-exempt.,Cases differentiating import transactions from local resale transactions.,The ruling emphasized that post-import resale does not qualify for tax exemption.,The court upheld sales tax on cashewnut purchases.
SaulLM-7B,Harinagar Sugar Mills Ltd Vs. State of Bihar,Harinagar Sugar Mills Ltd.,State of Bihar,Whether further payments of market fees are due from Harinagar Sugar Mills.,The petitioner paid part of the market fee before appealing and contested further payments.,The High Court ruled payments could not be refunded and no further payments were required.,The petitioner argued for refund based on prior legal rulings and contested further payment recovery.,Bihar Market Fee Act (Section 27-B); Articles 226 and 142 of the Constitution.,"Precedent from Belsund Sugar Mills case, where past payments are not refundable.","Belsund Sugar Mills case, addressing the non-refundability of market fees.","Past payments are valid, but no further payments or recoveries are justified.",The appeals were dismissed in favor of the State of Bihar.
SaulLM-7B,P.C. Sethi Vs. Union of India,P.C. Sethi,nion of India,Whether temporary assistants are entitled to seniority under the 1971 Office Memorandum.,The petitioner claimed eligibility for seniority based on the 1971 Office Memorandum.,The High Court upheld the seniority rules based on prior memoranda.,The petitioner argued for eligibility under the 1971 memorandum without extra conditions.,"Articles 14, 16, and 309 of the Constitution of India; Office Memoranda of 1949 and 1971.","Seniority must follow structured absorption, as determined by the government rules.",Prior rulings affirmed that seniority rules for government employees follow structured guidelines.,The Court ruled that seniority was not automatically granted and upheld the structured absorption process.,"The court upheld the government's seniority rules, dismissing the petition."
SaulLM-7B,Ruchi Majoo Vs. Sanjeev Majoo,Ruchi Majoo,Sanjeev Majoo,Whether the father is entitled to visitation and overnight custody during vacations.,"The father sought visitation rights and overnight custody during vacations, claiming unfair restrictions on his relationship with the child.","The court allowed limited visitation, but did not define overnight custody.",The appellant argued that the father’s absence and the child’s reluctance to communicate should limit visitation.,"Guardian and Wards Act, Principles of Child Custody under Family Law.",Non-custodial parents are entitled to reasonable visitation rights.,Judicial precedents emphasize the importance of fair visitation for non-custodial parents.,The decision reinforced the principle that non-custodial parents are entitled to visitation.,"The court granted the father visitation rights, ensuring fair access to the child."
SaulLM-7B,Charanjit Pal Jindal Vs. M/s. L.N. Metalics,Charanjit Pal Jindal,M/s. L.N. Metalics,Whether the appellant’s conviction for dishonored cheques should stand.,The appellant failed to clear outstanding dues and issued dishonored cheques.,The Trial Court convicted the appellant for dishonoring cheques.,The respondent argued that dishonored cheques indicated intentional non-payment under the Negotiable Instruments Act.,"Section 138 of the Negotiable Instruments Act, 1881.",Dishonored cheques due to insufficient funds lead to legal consequences.,Precedent confirms liability for dishonored cheques under Section 138.,Issuing a cheque with insufficient funds constitutes a criminal offense under Section 138.,The High Court upheld the conviction for issuing dishonored cheques.
SaulLM-7B,State of Haryana Vs. Northern Indian Glass Industries Ltd.,State of Haryana,Northern Indian Glass Industries Ltd.,Whether the land resumption followed legal procedures and natural justice.,"The dispute concerned the land acquisition and compensation, with prolonged litigation over fair compensation.",The Collector upheld the compensation but the case was contested.,The State argued that land resumption was valid due to industrial non-compliance.,"Land Acquisition Act, 1894 (Sections 4, 6, 54).",The land resumption must follow legal procedures and respect natural justice.,The court upheld the principle that land resumption requires due process and natural justice.,The ruling emphasized procedural fairness and compliance in land resumption.,"The High Court's decision was upheld, reaffirming the requirement of procedural fairness."
SaulLM-7B,Ms. Sarita Singh Vs. M/s Shree Infosoft Private Limited,Ms. Sarita Singh,M/s Shree Infosoft Private Limited,Whether the petitioner was legally on deputation and the legal implications of such an arrangement.,"The dispute involved whether the petitioner was sent on deputation, and if so, whether this was legally valid.",Not specified,"The petitioner argued that deputation requires formal agreement and documentation, which were lacking here.",Employment contract law.,The court considered the legal requirement for formal consent and documentation for deputation.,"Precedents on deputation, such as State of Punjab v. Inder Singh, established the requirement for explicit documentation.",The ruling reinforced the requirement for formal documentation and agreement to establish deputation.,"The court ruled in favor of the petitioner, confirming that she was not legally on deputation."
