Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
llama2-7b-finetuned,D.K. Basu Vs. State of West Bengal,D.K. Basu,State of West Bengal,Whether guidelines are needed to protect against custodial violence and abuse.,A PIL was filed highlighting cases of custodial torture and excessive use of police force.,"High Court recommended procedural reforms, but no binding guidelines were issued.",Petitioner argued for the establishment of firm guidelines to prevent custodial violence.,"Constitution of India, Article 21.",Guidelines for police conduct during detention and arrest.,Previous cases on custodial violence and constitutional protections.,Custodial violence must be prevented by issuing strict procedural guidelines.,Supreme Court issued binding  guidelines for arrest and custodial treatment.
llama2-7b-finetuned,Ajay Hasia Vs. Khalid Mujib Sehravardi,Ajay Hasia,Khalid Mujib Sehravardi,Whether a government-funded institution is considered a 'State' under Article 12 of the Constitution.,"A public technical institution was accused of discriminatory practices, leading to a question of its status.",High Court ruled the institution was not considered 'State'.,Petitioner argued that government funding and control make the institution an entity bound.,"Constitution of India, Article 12.",Interpretation of 'State' in relation to government funding and control.,Previous rulings on the application of fundamental rights to public institutions.,Government-funded and controlled institutions are considered 'State'.,Supreme Court ruled that the institution was indeed covered under Article 12 and must adhere to fundamental rights.
llama2-7b-finetuned,Narmada Bachao Andolan Vs. Union of India,Narmada Bachao Andolan,Union of India,Whether the construction of the Sardar Sarovar Dam violates environmental and rehabilitation policies.,The petition raised concerns about the ecological harm and displacement caused by the Sardar Sarovar Dam project.,"High Court ruled in favor of the dam’s construction, focusing on its developmental benefits.",Petitioner argued that the construction violated environmental safeguards.,"Environmental Protection Act, 1986; Resettlement and Rehabilitation Guidelines.",Environmental protection and rehabilitation measures under law.,Previous rulings on developmental projects and environmental law.,Supreme Court emphasized the need for balancing development with ecological protection.,Supreme Court allowed the project but required strict adherence to rehabilitation and environmental safeguards.
llama2-7b-finetuned,"The Commissioner of Income-Tax, Bombay Vs. S. K. F. Ball Bearing Co., Ltd.","Commissioner of Income-Tax, Bombay","S. K. F. Ball Bearing Co., Ltd.",Whether remittances made by an agent under an agreement are taxable income.,The company was an agent for foreign corporations and sold goods on their behalf.,High Court held that S. K. F. acted as an agent and that remittances were taxable only after the sales proceeds were realized.,"S. K. F. argued that remittances were not taxable as they were merely transfers of funds, not profits.",Section 4(1)(a) of the Indian Income-Tax Act.,Remittances made under contractual obligation were not considered taxable income.,Previous cases interpreting the taxation of agent-related remittances.,"The timing of remittances impacts taxable income, and remittances under contractual obligations.","Supreme Court held that the remittances, being contractual transfers, were not taxable as income for S.K.F."
llama2-7b-finetuned,"Turner Morrison And Co., Ltd Vs. Hungerford Investment Trust Ltd","Turner Morrison And Co., Ltd",Hungerford Investment Trust Ltd,Whether the claim for reimbursement of super tax payments and interest is legally justified.,Turner Morrison claimed it was entitled to reimbursement of super tax payments and interest from Hungerford.,The claim was dismissed due to lack of sufficient proof and barred by waiver and limitation.,Turner Morrison argued it was entitled to recover voluntary payments of super tax and interest.,"Contract law principles, waiver, estoppel, and taxation.",Claims that are voluntarily made and barred by limitation cannot be enforced under contract or taxation law.,"Previous cases involving waiver, estoppel, and limitation in claims for reimbursement.",Claims for reimbursement and interest must be based on a legal obligation.,Supreme Court upheld the dismissal.
llama2-7b-finetuned,M/S. Corporate Ispat Alloys Limited Vs. M/S. Jayaswal Neco Industries Limited,M/S. Corporate Ispat Alloys Limited,M/S. Jayaswal Neco Industries Limited,Whether the winding-up petition should proceed despite ongoing arbitration.,The petitioner claimed that arbitration proceedings should not halt winding-up proceedings.,The Company Court postponed the decision on winding-up due to the ongoing arbitration process.,Arbitration should not delay the winding-up petition decision.,"Companies Act, 1956, Section 439.",Judicial authority on insolvency can’t be postponed because of arbitration.,Cases where winding-up proceedings were considered despite arbitration.,Arbitration does not prevent the Company Court from determining insolvency independently.,Supreme Court emphasized that winding-up petitions must be considered independently from arbitration.
llama2-7b-finetuned,National Organic Chemical Inds. Ltd Vs. Miheer H. Mafatlal,National Organic Chemical Industries Ltd. (Appellant),Miheer H. Mafatlal & MIL,Whether the Company Court exceeded its jurisdiction by addressing shareholder title disputes in a merger case.,The Company Court ruled on the validity of share allotment despite a City Civil Court's injunction.,"The Company Court ruled share allotment invalid, overstepping its jurisdiction regarding share ownership.",Company Court erred by deciding on share ownership and validity within merger proceedings.,"Companies Act, 1956, Sections 391-394.",Share ownership disputes should be resolved separately from merger proceedings under statutory rules.,Court rulings against company courts addressing share ownership in corporate restructuring.,Company Courts should avoid making decisions on share ownership validity during mergers or restructuring.,Supreme Court ruled that share ownership issues must be dealt with through separate statutory procedures.
llama2-7b-finetuned,Anjuman Islamia and Others Vs. Munshi Tegh Ali and Others,Anjuman Islamia and Others (Plaintiffs),Munshi Tegh Ali and Others (Defendants),Dispute over the ownership of Badi Takia and whether it had been dedicated as wakf property.,"The plaintiffs claimed the property was privately owned, while the defendants asserted it was wakf.",Trial Court upheld the plaintiffs’ ownership and dismissed the wakf claim by the defendants.,"Plaintiffs argued that no formal dedication of the property had occurred, thus it remained their private land.",Property law and legal standards for establishing wakf dedication.,Mere religious use does not establish wakf ownership without formal dedication.,Court decisions asserting that religious use alone does not justify wakf claims.,Affirmed that the property remained privately owned due to lack of formal wakf dedication.,"Supreme Court upheld the trial court’s decision, reinforcing the need for formal evidence in wakf claims."
llama2-7b-finetuned,Hindustan Petroleum Corpn. Ltd Vs. Ashok Ranghba Ambre,Hindustan Petroleum Corporation Ltd. (HPCL),Ashok Ranghba Ambre,Dispute over whether an ad hoc employee can be converted to permanent status after prolonged service.,The respondent worked in a casual position for a long period and sought conversion to permanent status.,"The Labour Court ruled in favor of the respondent, granting them permanent status. The High Court upheld this ruling.",HPCL contended that long-term ad hoc workers do not automatically qualify for permanent employment.,Labour law governing employment status and recruitment processes.,Formal recruitment procedures are mandatory for granting permanent employment status.,Previous cases on casual worker conversion to permanent status based on formal hiring processes.,Permanent employment status requires a formal recruitment process and adherence to regulations.,The Supreme Court clarified that employment without a formal contract does not confer permanent status.
llama2-7b-finetuned,Krishnakumar Mills Company Limited and Another Vs. State of Gujarat and Others,Krishnakumar Mills Company Limited and Another,State of Gujarat and Others,Whether the appellant's land could be exempted from acquisition as it was critical for their industrial operations.,"The appellant’s land, needed for its textile mills, was part of an industrial acquisition project and the appellant sought exemption.",The High Court ruled that the appellant’s land was part of the broader industrial acquisition.,The appellant sought exemption from acquisition due to its necessity for the textile mills’ operations.,"Gujarat Industrial Development Act, 1962 and relevant constitutional provisions.","Land required for a public purpose, like industrial development, cannot be exempted based on private use claims.",Rulings affirming that land designated for public purposes cannot be exempted for private use.,Land that is deemed necessary for public purpose under the industrial development law cannot be excluded.,Rejecting the appellant’s request for exemption.
llama2-7b-finetuned,Pratima Chowdhury Vs. Kalpana Mukherjee,Pratima Chowdhury,Kalpana Mukherjee,Dispute over the legality of the property transfer process conducted by the Society and Registrar.,She transferred ownership to Pratima Chowdhury with proper channels.,"The Court upheld the validity of the property transfer to Pratima Chowdhury, affirming compliance.","Kalpana Mukherjee challenged the transfer’s validity, questioning whether it met the legal criteria.",Co-operative Societies Act and relevant housing society rules.,Transfers in co-operative societies must follow formal procedures.,Legal precedents affirm that a valid society resolution and Registrar's approval make a transfer binding.,A transfer following society and registrar approval is legally binding.,"The transfer was upheld, and Pratima Chowdhury was recognized as the rightful owner under the law."
llama2-7b-finetuned,P.P. Enterprises Etc. Vs. Union of India and Others Etc.,P.P. Enterprises,Union of India & Others,Dispute over the justification for government-imposed limits on sugar storage.,"The government issued storage limits for sugar, which were challenged by dealers outside Calcutta for being unfair.",The court ruled that the restrictions were regulatory in nature and constitutionally valid.,The government justified the classification based on regional economic needs and public interest.,"Directive Principles of State Policy, which allow for state-imposed economic regulations in public interest.",Economic regulations should be proportional and reasonable to meet public objectives.,Precedents confirm that regulations impacting economic activities must align with public interest.,The classification and storage limits were constitutionally valid.,"The regulation was upheld as being reasonable, regulatory, and justified under public interest."
llama2-7b-finetuned,Ashok Kumar Barik Vs. State of Orissa,Ashok Kumar Barik,State of Orissa,"Challenge to conviction under Section 302 IPC, questioning if guilt was proven beyond reasonable doubt.","The petitioner was convicted for the murder of the deceased, based on witness testimonies and medical evidence.",The High Court acquitted the petitioner after raising doubts about the evidence and prosecution's case.,The petitioner challenged the reliability of key witness testimonies and disputed the sufficiency of the evidence.,Section 302 IPC; Indian Evidence Act.,"Evidence must be conclusive, and circumstantial evidence must lead to a single inference of guilt.",Case law emphasizes that circumstantial evidence must not leave room for alternative hypotheses.,The acquittal was granted due to doubts about the prosecution's evidence and witness credibility.,"The conviction was overturned by the High Court, which found the prosecution's case insufficient to establish guilt."
llama2-7b-finetuned,Kartar Singh Vs. The Union of India,Kartar Singh,The Union of India,Whether the Board’s smuggling order against the petitioner followed due process and had sufficient evidence.,"The Board claimed Kartar Singh was linked to smuggling, but failed to establish direct evidence.",The lower authorities upheld the smuggling allegations based on suspicion and indirect evidence.,"Kartar Singh argued the order was based on assumptions, not proof, and failed procedural requirements.","Customs Act, 1962 (Section 167(8)); Indian Penal Code.",Orders affecting rights must be based on clear evidence and adhere strictly to procedural fairness.,Judicial rulings emphasize due process and bar conviction on speculative or inferential grounds.,Administrative findings based on assumptions and without due process are not sustainable in law.,"The order was quashed, and Kartar Singh was acquitted as the Board failed to meet legal and procedural standards."
llama2-7b-finetuned,Surya Kant Roy Vs. Imamul Hai Khan,Surya Kant Roy,Imamul Hai Khan,Whether holding a position on the Mines Board of Health disqualified the respondent and influenced the election.,"The respondent was a member of the Mines Board of Health, partially funded by the government.",Petition was dismissed as no conclusive proof of disqualification or electoral misconduct was shown.,The petitioner argued the Board post constituted an office of profit due to government control.,Representation of the People Act; Election Disqualification Provisions.,Disqualification requires actual benefit and government control; electoral fraud requires direct evidence.,Past rulings stress direct impact and substantial benefit to invoke disqualification.,No substantial benefit or government control proven; electoral integrity not compromised.,Election result upheld; respondent not disqualified.
llama2-7b-finetuned,Punjab Traders And Ors Vs. State Of Punjab And Ors,Punjab Traders and Others,State of Punjab and Others,Whether the Amendment Act violated or imposed unconstitutional trade restrictions.,Traders challenged the amendment alleging it introduced unjust trade controls.,High Court found no discriminatory impact or violation of fundamental rights.,Petitioners argued the amendment unfairly regulated their trade in violation.,Constitution of India – Article 14 and trade regulation statutes.,Equal protection claims must show actual discriminatory or arbitrary treatment.,Precedents show general amendments are upheld unless specific unequal treatment is shown.,No evidence of discrimination or arbitrariness.,Dismissed; no violation of Article 14 found.
llama2-7b-finetuned,Reena Suresh Alhat Vs. State Of Maharashtra And Anr,Reena Suresh Alhat,State of Maharashtra and Another,Whether dismissal of the writ petition violated the petitioner's electoral rights.,"High Court refused to entertain the writ petition, citing availability of election petition.",Held that post-election remedies were adequate; declined to examine the petition on merits.,Petitioner's fundamental right to free and fair elections was denied judicial review.,"Constitution of India, Article 329(b); judicial review under Article 226.",Writs cannot challenge elections directly if election petition remedy exists.,Courts have held that only in rare exceptions can writs bypass election process.,Supreme Court admitted the appeal to examine whether denial of writ infringed on electoral fairness.,Supreme Court agreed to hear the matter in light of potential electoral rights violation.
llama2-7b-finetuned,Karimbil Kunhikoman Vs. State Of Kerala,Karimbil Kunhikoman,State of Kerala,Whether differential land compensation based on property value violates equality and fairness.,Kerala imposed progressive deductions from compensation depending on land value tiers.,"Lower court upheld the state's compensation scheme, reasoning that wealthier owners could bear larger cuts.",Petitioner claimed the scheme arbitrarily penalized owners of high-value land.,Land Acquisition Act; Constitutional Right to Equality.,Equal compensation for similar property loss is a constitutional mandate.,Courts have ruled that fairness cannot be overridden by arbitrary classifications in compensation.,Compensation must reflect parity and fairness; tiered deduction was struck down as unjust.,Held that tiered compensation violated principles of just and equal treatment.
llama2-7b-finetuned,Moideenkutty Haji Vs. Director General & Others,Moideenkutty Haji,Director General & Others,Whether temporary roof additions in a heritage zone constitute unauthorized construction.,Petitioner constructed an aluminium roof on a heritage structure without prior approval.,Found that the construction violated heritage regulations and lacked required permissions.,"Claimed it was a minor addition to preserve the structure, not an unauthorized modification.",Urban heritage and coastal regulation zoning acts.,All structural changes in protected zones must be pre-approved under applicable laws.,Judicial precedent holds that even protective modifications need statutory approvals.,Good intention does not exempt one from following conservation laws permissions are mandatory.,Affirmed removal of the unauthorised addition.
llama2-7b-finetuned,"S. S. Shetty Vs. Bharat Nidhi, Ltd",S. S. Shetty,"Bharat Nidhi, Ltd",Whether pension and gratuity must be considered in compensation upon reinstatement.,RBI had sanctioned bye-laws including pension and gratuity; the petitioner sought full reinstatement benefits.,"Tribunal granted reinstatement with benefits, referencing statutory terms.",Argued that compensation must reflect full service benefits.,Industrial Disputes Act; applicable pension/gratuity regulations.,Financial compensation must reflect statutory benefits upon reinstatement.,Reinstatement jurisprudence supports inclusion of benefits unless explicitly waived.,"Compensation must mirror statutory entitlements, reinforcing fairness in reinstatement.",Judgment confirmed reinstatement along with computation of full benefits owed under service terms.
llama2-7b-finetuned,Essco Fabs Pvt. Ltd. Vs. State of Haryana,Essco Fabs Pvt. Ltd.,State of Haryana,Whether private industrial expansion qualifies as 'public purpose' under land acquisition law.,Essco applied for acquisition to expand its export unit. Govt rejected saying it didn’t serve public need.,"High Court ruled against Essco, citing lack of public purpose under law.",Essco asserted that export-led industrial growth contributes to national interest.,"Land Acquisition Act, 1894.","Land acquisition must strictly serve defined public interest, not private enterprise.",Courts have rejected land acquisition for purely private expansion in absence of broader social benefit.,"Public purpose' must involve direct public benefit, not indirect economic contribution by private units.",Court dismissed Essco’s claim.
llama2-7b-finetuned,Pankaj Kumar Vs. State of Jharkhand & Ors.,Pankaj Kumar,State of Jharkhand & Others,Whether denial of reservation benefits after state reorganization violated service continuity guarantees.,"Absorbed into Jharkhand services after Bihar’s bifurcation, petitioner lost reservation status.","High Court ruled against the petitioner, citing non-transferability of Bihar’s reservation benefits.",Petitioner argued that administrative reorganization cannot nullify pre-existing service entitlements.,"Bihar Reorganization Act, 2000.",State bifurcation cannot impair previously granted employment conditions.,Similar rulings emphasized preservation of pre-existing rights after state reorganization.,Employees transferred post-bifurcation must retain their original service protections.,"Supreme Court restored benefits, ensuring protection under the Act."
llama2-7b-finetuned,K. Gopinathan Nair and Others Vs. State of Kerala,K. Gopinathan Nair & Others,State of Kerala,Whether purchases through CCI constituted sales in the course of import under tax exemption law.,Assessees claimed exemption since purchases were linked to imports arranged through CCI.,High Court held that the purchases were not exempt and were post-import domestic transactions.,"Petitioners argued sales were inseparable from the import chain, deserving exemption.","Central Sales Tax Act, 1956; Kerala General Sales Tax Act, 1963",Only sales involving direct import contracts are exempt under Section 5(2) of CST Act.,Prior rulings deny exemption where goods are sold after import without direct foreign contracts.,Purchases lacking a direct nexus to foreign contracts cannot claim import exemption.,Appeals dismissed. 
llama2-7b-finetuned,Harinagar Sugar Mills Ltd Vs. State of Bihar,Harinagar Sugar Mills Ltd.,State of Bihar,Whether the petitioner must make further payments for market fees despite partial payments already made.,The appellant had made part payments of market fees and sought refunds for prior payments.,High Court affirmed the validity of the previous assessments and upheld the liability for further payments.,The petitioner requested refunds for prior payments and opposed further recovery based on previous decisions.,"Bihar Market Fee Act, 1961 (Section 27-B); Constitutional provisions (Articles 226, 142).",Prior payments cannot be refunded unless new grounds are established.,The Belsund Sugar Mills ruling guided the court's decision regarding market fee recovery.,"The Court reaffirmed that payments once made cannot be reversed, and the appellant was liable for further payments.",The appeals were dismissed.
llama2-7b-finetuned,P.C. Sethi Vs. Union of India,P.C. Sethi,nion of India,Whether the administrative instructions regarding seniority for temporary assistants are valid.,The dispute revolved around whether temporary assistants were entitled to seniority based on the 1971 memorandum.,"The High Court upheld the seniority rules, stating that they were valid and applicable to temporary assistants.",The government argued that seniority must follow structured absorption rules and cannot be claimed without meeting conditions.,"Constitutional provisions (Articles 14, 16, 309); Office Memorandum (1971).",Seniority rules for temporary assistants must align with the structured process of absorption.,Judicial precedents established that seniority cannot be claimed.,The government’s seniority rules are constitutionally valid.,The court upheld the seniority rules and rejected the petitioner’s claim.
llama2-7b-finetuned,Ruchi Majoo Vs. Sanjeev Majoo,Ruchi Majoo,Sanjeev Majoo,Whether the father should be granted visitation and overnight custody of the child during vacations.,The respondent sought visitation rights and overnight custody during vacations.,The court allowed visitation rights but did not specifically rule on overnight custody.,The respondent argued that his relationship with the child was being restricted unfairly and sought more visitation time.,"Guardian and Wards Act, Family Law.",The court focused on ensuring the non-custodial parent has fair visitation.,Past judgments reiterate that non-custodial parents should not be denied fair visitation rights.,"Visitation rights must be provided to the father, ensuring the child’s relationship.","The father was granted visitation rights, with an emphasis on maintaining his relationship."
llama2-7b-finetuned,Charanjit Pal Jindal Vs. M/s. L.N. Metalics,Charanjit Pal Jindal,M/s. L.N. Metalics,Whether the appellant’s conviction for dishonored cheques should stand considering the delayed payments and commitments.,The appellant had failed to clear outstanding dues despite written requests. ,The Trial Court convicted the appellant for issuing dishonored cheques.,The appellant maintained that circumstances led to delayed payments and that he did not willfully default.,"Section 138 of the Negotiable Instruments Act, 1881.",A dishonored cheque due to lack of funds is sufficient for criminal liability under Section 138.,Legal precedents confirms that issuing cheques without funds can result in legal action under Section 138.,The issuance of dishonored cheques due to insufficient funds is sufficient grounds for criminal conviction.,"The High Court upheld the Trial Court’s ruling, affirming the appellant’s conviction for dishonored cheques."
llama2-7b-finetuned,State of Haryana Vs. Northern Indian Glass Industries Ltd.,State of Haryana,Northern Indian Glass Industries Ltd.,Whether the land resumption process by the State of Haryana followed principles of natural justice and legal requirements.,The case concerns a dispute over land resumption by the State of Haryana for industrial non-compliance.,The Collector upheld the compensation amount from 1974 and sided with the State in the resumption matter.,"The State contended that the land resumption was in compliance with legal procedures, arguing procedural fairness was maintained.","Land Acquisition Act, 1894 (Sections 4, 6, 54).",The State’s duty to follow procedural fairness in land resumption was emphasized under the Land Acquisition Act.,The case reinforced precedents requiring procedural compliance in land resumption.,The High Court emphasized that the resumption of land without proper legal procedure is unlawful.,The High Court ruled in favor of ensuring procedural fairness and upheld the decision against the State's appeal.
llama2-7b-finetuned,Ms. Sarita Singh Vs. M/s Shree Infosoft Private Limited,Ms. Sarita Singh,M/s Shree Infosoft Private Limited,Whether the petitioner was legally on deputation and the legal consequences of such a status.,The case revolves around the dispute over whether the petitioner was sent on deputation. ,Not specified,"The petitioner contested the deputation claim, arguing that without formal documentation or consent.",Employment contract law.,"The legal definition of deputation was considered, emphasizing formal communication and employee consent.",The case of State of Punjab v. Inder Singh was cited to clarify that deputation involves explicit documentation and agreement.,The court emphasized that deputation involves a formal agreement between employer and employee.,The court ruled that the petitioner was not on deputation as there was no explicit agreement.
llama2-7b-finetuned,Parmanand Patel (D) Th. Lrs. Vs. Sudha A. Chowgule,Legal representatives of late Parmanand Patel,Sudha A. Chowgule,Whether multiple sets of documents concerning property division were legally valid and free from coercion.,The dispute involves the validity of multiple documents regarding the division of property.,The lower court ruled that the documents executed by the petitioners in favor of Sudha were valid and legally binding.,The petitioners contended that coercion affected the execution of the second set of documents and sought their invalidation.,"Indian Contract Act, Evidence Act, Succession Laws.",The execution of property division documents must meet legal standards for fairness and voluntariness.,Judicial precedents highlight the need to examine the execution process to confirm it was voluntary.,The case focused on whether the second set of documents was executed fairly without undue influence or coercion.,"The High Court maintained Sudha’s rights based on the valid documents, but recognized concerns about procedural irregularities."
llama2-7b-finetuned,Patel Ahmed Mohammad Vs. Balwant Singh Rajput,Balwant Singh Rajput,Patel Ahmed Mohammad,Whether the election of Patel Ahmed Mohammad was marred by corrupt practices.,"The petitioner challenged the election due to allegations of electoral malpractice, bribery, and procedural errors.","The High Court allowed the election petition to proceed, dismissing preliminary objections for summary dismissal.","The petition raised concerns about the influence of bribery and procedural errors during vote counting, necessitating a review.","Representation of the People Act, 1951; Indian Election Laws.","The focus was on evaluating the petition based on substantive corruption allegations, not just procedural issues.",The ruling emphasized that procedural irregularities alone cannot justify dismissing an election petition.,"The Court ruled that the case should proceed to trial, as it was based on substantial allegations of corruption, not procedural flaws.",The High Court dismissed preliminary objections and allowed the election petition to go forward for trial.
llama2-7b-finetuned,Podar Mills Limited Vs. State Bank of India,Podar Mills Limited,State Bank of India,Whether the court's discretion in appointing a receiver over the assets of Podar Mills was exercised correctly.,"The dispute arose from Podar Mills defaulting on loan payments, prompting the appointment of a receiver.",The lower court ruled that appointing a receiver was necessary to protect creditor interests.,Podar Mills argued that the existing management by the Custodian made a receiver unnecessary and potentially harmful.,"Transfer of Property Act, 1882; Indian Contract Act.",The focus was on the role of judicial discretion in appointing receivers in cases involving financial mismanagement.,"Judicial precedents indicate that when creditors' interests are threatened, a receiver can be appointed to safeguard assets.","The ruling upheld the decision to appoint a receiver, emphasizing that creditor protection takes precedence.",The court upheld the appointment of the receiver to protect the interests of the State Bank of India.
llama2-7b-finetuned,The Godavari Sugar Mills Ltd Vs. Shri D. K. Worlikar,The Godavari Sugar Mills Ltd,Shri D. K. Worlikar,Whether the Tribunal correctly interpreted the scope of the notification under the Industrial Disputes Act.,The petitioner argued that the notification applied solely to sugar manufacturing and its by-products.,"The Labour Court supported the petitioner’s interpretation, narrowing the scope of the notification.",The respondent argued that the notification should be construed as applying broadly across industries.,Industrial Disputes Act.,The case focused on the appropriate scope of a notification under the Industrial Disputes Act.,Judicial precedents emphasize the importance of strict interpretation of statutory provisions.,The judgment emphasized that notifications should not be expansively construed.,"The Tribunal’s decision was overturned, confirming that the notification’s scope was limited."
llama2-7b-finetuned,RANI Vs. NATIONAL INSURANCE COMPANY LTD,Rani (Claimants in Civil Appeal No.9078 of 2017) and Anand,National Insurance Company Ltd & Offending vehicle owner,Whether the claimants are entitled to enhanced compensation and if the Insurance Company should pay first and recover from the vehicle owner.,"The claimants filed for enhanced compensation, asserting that the Insurance Company should pay upfront.",The Tribunal awarded compensation but did not provide for direct upfront payment by the insurer.,"The claimants contended that the Insurance Company should compensate first, later seeking reimbursement from the vehicle owner.","Motor Vehicles Act, CPC Order 41 Rule 33.",The case examined whether insurance companies should pay compensation first and recover later based on statutory provisions.,"The case revisited the principle of ""pay and recover"" and how statutory compliance influences insurance claims.","The Court reaffirmed that an insurer's liability is based on statutory compliance and clarified the principle of ""pay first, recover later.""",The Court ruled that compensation could be paid first by the insurer.
llama2-7b-finetuned,B. M. Ramaswamy Vs. B. M. Krishnamurthy And Others,B. M. Ramaswamy,B. M. Krishnamurthy & Others,Whether the petitioner’s exclusion from the electoral roll due to procedural deficiencies violated his right to contest elections.,The petitioner’s request for inclusion in the electoral roll was denied due to procedural issues.,The lower court denied inclusion in the electoral roll based on procedural errors by the authorities.,The petitioner contended that the procedural mistakes made by authorities should not lead to his exclusion from the electoral roll.,"Representation of the People Act, 1950; Election Commission Rules.",The case analyzed the statutory requirements for electoral roll inclusion.,The case referred to past precedents emphasizing that compliance with electoral procedures is critical to ensuring fair elections.,The ruling emphasized that non-compliance with procedural requirements could legally impact an individual's ability to contest elections.,The ruling affirmed that strict compliance with electoral procedures is mandatory.
llama2-7b-finetuned,Bhabhi Vs. Sheo Govind & Ors,Bhabhi,Sheo Govind & Others,Whether the respondent’s request for sample inspection was valid despite not providing concrete evidence of irregularities.,The petition for sample inspection was based on unverified claims and lacked material evidence of election malpractice.,"The lower court accepted the petitioner's request for sample inspection, despite a lack of material evidence.","The respondent argued for the inspection, citing potential irregularities, but failed to substantiate the claims.","Conduct of Election Rules, 1961; Election Commission Regulations.",The case examined the procedural necessity for presenting concrete allegations before requesting sample inspections.,The ruling reflected on previous judgments stressing that vague allegations cannot form the basis for election disputes.,The decision reiterated that procedural defects and lack of substantiation undermine the validity of the request for inspection.,The judgment concluded that the petition was invalid.
llama2-7b-finetuned,Kathiawar Industries Limited Vs. Jaffrabad Municipality,Kathiawar Industries Limited,Jaffrabad Municipality,"Whether salt processed within octroi limits, but not consumed or sold locally, is liable for octroi duty.","The municipality argued that the processing of salt within octroi limits makes it subject to tax, while the petitioner claimed it was exempt due to the lack of local use.",The lower court ruled that processed salt within municipal limits is taxable under the octroi duty laws.,"The respondent contended that the transformation of salt within the octroi area qualifies as ""use,"" thereby attracting tax.","Section 3 of the Octroi Act; Taxation principles under Entry 52, List II of the Indian Constitution.","The ruling relied on the interpretation of ""use"" in the context of physical transformation for exportation purposes.","The decision set a precedent for applying octroi tax on goods undergoing modification, regardless of final destination.",The decision clarified that municipal taxes can apply to goods processed for export if they undergo transformation.,The ruling confirmed that octroi duty applied to salt processed within the octroi limits.
llama2-7b-finetuned,"Commissioner of Income Tax, Madras Vs. M/S. Madurai Mills Co. Limited","Commissioner of Income Tax, Madras",M/S. Madurai Mills Co. Limited,Whether voluntary liquidation distributions are taxable as capital gains under Indian tax law.,The company contested the capital gains tax assessment on the distribution of assets upon liquidation.,The Tribunal ruled that the voluntary liquidation distributions were not subject to capital gains tax.,"The respondent contended that the distribution of assets in liquidation was not a ""transfer"" under tax law, and thus not taxable.","Section 12B(2) of the Indian Income-tax Act, 1922; Taxation provisions under corporate liquidation laws.",The Court reviewed that capital gains tax would not apply to liquidation distributions unless a sale or transfer took place.,The ruling set a precedent that liquidation distributions are not taxable unless they meet the transfer criteria under tax laws.,The decision reinforced that corporate liquidation distributions are exempt from capital gains tax unless a transfer occurs.,"The Court upheld the Tribunal’s decision, ruling that the tax assessment was incorrect."
llama2-7b-finetuned,Union of India and Anr Vs. Pfizer Limited and Ors,Union of India and Anr,Pfizer Limited and Ors,Whether the government had the legal authority to impose the ban under the Drugs and Cosmetics Act.,The pharmaceutical companies contested the ban imposed by the government.,"The lower court ruled in favor of the petitioners, stating that the ban lacked statutory authorization.",The petitioners claimed that the government had acted beyond its statutory powers by imposing the ban without proper legislative backing.,"Section 26A of the Drugs and Cosmetics Act, 1940.",The ruling clarified that statutory authority must not exceed its scope and must be exercised within legislative boundaries.,It reinforced the principle that government agencies must operate within their prescribed authority and comply with due process.,The decision clarified that statutory actions must follow procedural correctness and cannot exceed legislative mandates.,The Court ruled that the government exceeded its jurisdiction and was not authorized to impose the ban under the statute.
llama2-7b-finetuned,Indian Young Lawyers Association Vs. State of Kerala (Sabarimala Case),Indian Young Lawyers Association,State of Kerala,Whether the ban on women of menstruating age entering the Sabarimala Temple infringes upon gender equality.,"The petitioners contested the restriction preventing women of menstruating age from entering the temple, claiming it violated.","The High Court upheld the restriction, supporting the argument that religious customs could dictate access.",The petitioners claimed the ban violated fundamental rights to equality.,"Constitution of India, Articles 14, 15, 25.",The Court examined the tension between religious freedom and constitutional guarantees of equality.,The ruling involved a broader discussion on gender equality and the application of religious practices.,The Supreme Court held that religious practices must align with constitutional values.,The Supreme Court ruled that the restriction on women entering the Sabarimala Temple violated constitutional rights.
llama2-7b-finetuned,State of Maharashtra Vs. Praful Desai,State of Maharashtra,Praful Desai,Whether the use of video conferencing for recording witness testimony.,The prosecution applied to record the testimony of a witness who was unable to travel to India through video conferencing.,"The High Court ruled against the use of video conferencing, citing it as an improper method for recording witness testimony.",The petitioner emphasized that video conferencing could prevent delays in legal proceedings.,"Code of Criminal Procedure, Section 273.",The ruling examined the incorporation of modern technological tools into established legal procedures.,The Court referred to existing jurisprudence on adopting technology in legal proceedings.,The Court acknowledged the need for modern solutions in legal proceedings.,The Supreme Court ruled that video conferencing is a valid method for recording witness testimony.
