Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
LLAMA2_7B,M/S. Corporate Ispat Alloys Limited Vs. M/S. Jayaswal Neco Industries Limited,M/S. Corporate Ispat Alloys Limited,M/S. Jayaswal Neco Industries Limited,Whether the Company Court should proceed with the winding-up petition.,The petitioner contended that arbitration does not bar winding-up proceedings.,"The Company Court deferred consideration, citing the arbitration process as a reason for postponement.","The Company Court deferred consideration, citing the arbitration process as a reason for postponement.","Section 439 of the Companies Act, 1956.",The court must determine insolvency independently without relying solely on arbitration.,Judicial interpretations stating that arbitration proceedings cannot override winding-up petitions.,Whether Company Courts should wait for arbitration outcomes before deciding on insolvency.,Clarified that arbitration proceedings alone do not justify delaying a winding-up petition.
LLAMA2_7B,National Organic Chemical Inds. Ltd Vs. Miheer H. Mafatlal,National Organic Chemical Industries Ltd. (Appellant),Miheer H. Mafatlal & MIL,Whether the Company Court overstepped its jurisdiction by addressing the title of individual shareholders.,"The Company Court still ruled the allotment was invalid, citing the City Civil Court's injunction.",The Company Court should not have examined share ownership issues under Sections 391-394.,The Company Court erred in ruling on the validity of share allotment.,Injunction enforcement & corporate governance laws.,A City Civil Court's injunction does not automatically bind the Company Court’s decisions.,Courts have previously ruled that company courts should not decide on share ownership disputes in merger proceedings.,Whether share ownership disputes must follow a separate rectification process.,Clarified that shareholder disputes must follow statutory rectification procedures.
LLAMA2_7B,Anjuman Islamia and Others Vs. Munshi Tegh Ali and Others,Anjuman Islamia and Others (Plaintiffs),Munshi Tegh Ali and Others (Defendants),Whether Badi Takia was privately owned by the plaintiffs or had become a wakf property through dedication.,"The case involved the ownership dispute of Badi Takia, where the plaintiffs argued it was their private land, while the defendants claimed it had been dedicated to religious use.",Trial Court confirmed plaintiffs' ownership and ruled against the defendants.,The property was not wakf as no formal dedication had been made.,Legal principles of property ownership and wakf establishment., Implied wakf must be supported by substantial evidence.,Previous rulings establish that mere religious use is insufficient to prove wakf dedication.,Whether management by religious figures implies wakf ownership.,"Declared that the defendants failed to prove wakf, affirming the plaintiffs’ ownership."
LLAMA2_7B,Hindustan Petroleum Corpn. Ltd Vs. Ashok Ranghba Ambre,Hindustan Petroleum Corporation Ltd. (HPCL),Ashok Ranghba Ambre,Whether the respondent’s employment as an ad hoc worker could be converted into a permanent position.,"The Labour Court granted the respondent permanency, which the High Court upheld.",Court held that the respondent had worked long enough to be eligible for permanent status.,The respondent was not a regular employee. Labour Court misinterpreted the employment nature.,Employment and Labour Regulations under Indian law.,Employment without a formal contract does not confer permanent status.,Similar cases have established that permanent employment requires formal recruitment.,Whether Labour Court rulings on casual workers can override recruitment norms.,"Decided in favor of HPCL, clarifying that formal recruitment is mandatory for permanent employment."
LLAMA2_7B,Krishnakumar Mills Company Limited and Another Vs. State of Gujarat and Others,Krishnakumar Mills Company Limited and Another,State of Gujarat and Others,"Whether the appellant's land, which was essential for their own textile mills, should have been exempted from acquisition.",The appellant’s land was part of a larger block acquired for industrial development.,High Court found that the appellant’s land was integral to the industrial area and could not be exempted.,The government should have excluded their land from acquisition. ,"Gujarat Industrial Development Act, 1962 and relevant constitutional provisions.","Once land is deemed necessary for public purpose, it cannot be selectively exempted.",Cases affirming government authority to acquire land for industrial use under public purpose doctrine.,Whether the appellant’s land was integral to the industrial development and could not be left out.,Rejected the appellant’s plea. 
LLAMA2_7B,Pratima Chowdhury Vs. Kalpana Mukherjee,Pratima Chowdhury,Kalpana Mukherjee,Whether the ownership transfer process followed by the Society and Deputy Registrar was legally compliant.,She transferred ownership to Pratima Chowdhury with proper approvals.,"Ruled in favor of Pratima Chowdhury, recognizing her legal ownership.",The transfer met all legal conditions. The Society’s resolution and Registrar’s approval validated her membership.,Housing Society Rules & Regulations under Co-operative Societies Act.,Co-operative housing transfers require formal approval.,Legal precedence confirms that duly approved society transfers are binding.,Whether Registrar-approved housing society transfers are legally enforceable.,"Held that the property rights were legally transferred, securing Pratima Chowdhury’s ownership."
LLAMA2_7B,P.P. Enterprises Etc. Vs. Union of India and Others Etc.,P.P. Enterprises,Union of India & Others,Whether the government’s classification of sugar storage limits was justified under public interest.,"The government justified the classification, stating that different storage limits were needed to meet regional demands.","The court found the order to be regulatory, not prohibitory, and thus constitutionally valid.",The restrictions unfairly disadvantaged dealers outside Calcutta.,Directive Principles of State Policy (Justification for economic regulations).,Public interest justifies economic restrictions if they are reasonable and proportional.,State-imposed economic restrictions are valid if they have a rational nexus to their objective.,Whether government regulations restricting sugar storage were justified under economic policy.,"The court found that the regulation was regulatory,  not prohibitory, and aligned with constitutional principles."
LLAMA2_7B,Ashok Kumar Barik Vs. State of Orissa,Ashok Kumar Barik,State of Orissa,Whether the prosecution established guilt beyond reasonable doubt under Section 302 IPC.,"The petitioner and the deceased were in a relationship, but societal constraints led to frustration. ",Petitioner was convicted under Section 302 IPC based on the testimony of key witnesses and medical evidence.,"The High Court noted doubts regarding the prosecution's case, emphasizing the petitioner’s lack of a criminal record.",Section 302 IPC; Indian Evidence Act.,The prosecution must establish guilt beyond a reasonable doubt.,Past cases highlighting the principle that circumstantial evidence must lead to a single inference of guilt.,"The evidence presented was not entirely reliable, leading to acquittal on grounds of reasonable doubt.",Acquittal due to unreliable witness testimonies and lack of definitive proof.
LLAMA2_7B,Kartar Singh Vs. The Union of India,Kartar Singh,The Union of India,Whether the Central Board of Revenue's order was based on reasonable grounds and if due process was followed.,The prosecution claimed that Kartar Singh had connections to smuggled gold shipments.,The Board relied on weak evidence to conclude that the petitioner was involved in smuggling activities.,"The Board failed to prove any direct involvement in the smuggling activities, and procedural violations invalidated the ruling.","Customs Act, 1962 (Section 167(8)); Indian Penal Code.","Legal proceedings must ensure due process, and convictions cannot be based on assumptions.",Cases emphasizing the importance of procedural fairness in administrative decisions.,"The Central Board of Revenue acted beyond its jurisdiction, making its order legally unsustainable.","The ruling was overturned, and the petitioner was acquitted due to insufficient proof and procedural violations."
LLAMA2_7B,Surya Kant Roy Vs. Imamul Hai Khan,Surya Kant Roy,Imamul Hai Khan,Whether the respondent's position in the Mines Board of Health disqualified him and if electoral malpractice was committed.,The case revolved around the interpretation of an office of profit and alleged election misconduct due to government influence.,The petition was dismissed on the grounds that the allegations were not sufficiently substantiated.,The government’s financial contributions to the Board and its appointment powers made the respondent’s position an office of profit.,Election laws governing candidate disqualification and use of government officials.,Election petitions must demonstrate direct influence on election results to be upheld.,Decisions emphasizing the need for substantial proof of electoral malpractice.,"The respondent’s membership did not grant him undue financial or administrative advantages, and no clear electoral malpractice was proven.",The case was dismissed as the allegations did not warrant overturning the election results.
LLAMA2_7B,Punjab Traders And Ors Vs. State Of Punjab And Ors,Punjab Traders and Others,State of Punjab and Others,"Whether the Amendment Act, 1973, altered the fundamental rights.","The appellants argued it subjected them to new regulations, but the High Court noted that no evidence was provided to prove actual adverse effects.",The court held that the appellants' claims.,"The appellants were not affected in any unique way, and the amendment aligned with prior legal frameworks.","Constitutional provisions governing taxation, trade restrictions, and fundamental rights.","Article 14 ensures equality, but does not apply if there is no proof of differential treatment.","Judicial interpretations of what constitutes a ""substantial amendment"" requiring special review.",No evidence of unconstitutional discrimination.,The case was dismissed.
LLAMA2_7B,Reena Suresh Alhat Vs. State Of Maharashtra And Anr,Reena Suresh Alhat,State of Maharashtra and Another,Whether the High Court's order deprived the petitioners of their electoral rights.,The Bombay High Court dismissed the writ petition of Reena Suresh Alhat due to a constitutional bar and an alternative remedy. ,The High Court found that the petitioners had an alternative remedy to challenge election results post-election.,The High Court erred in dismissing the writ petition on procedural grounds without addressing the core electoral issues.,Principles of free and fair elections under Indian constitutional law.,Judicial review of election disputes is limited unless fundamental rights are at stake.,Cases interpreting Article 329 of the Constitution regarding election disputes.,The Supreme Court recognized the potential impact on electoral rights and decided to review the matter.,"The case was accepted for further examination, emphasizing the significance of electoral rights."
LLAMA2_7B,Karimbil Kunhikoman Vs. State Of Kerala,Karimbil Kunhikoman,State of Kerala,Whether a tiered compensation system is legally justified.,The State of Kerala imposed differential deductions in compensation based on the property’s value.,"The lower court supported the government's compensation formula, holding that wealthier landowners could bear greater deductions.",The Act’s purpose is to balance compensation with economic considerations and fairness in land acquisition.,Just compensation under Indian constitutional law.,Compensation laws must ensure fairness and non-discrimination.,Prior cases on differential land acquisition compensation.,The Court ruled that all landowners must be compensated equally for similar property deprivations.,The ruling reinforced the principle that compensation under eminent domain must be just and equitable for all.
LLAMA2_7B,Moideenkutty Haji Vs. Director General & Others,Moideenkutty Haji,Director General & Others,Whether the temporary roof modification falls under unauthorized construction.,"The petitioner’s building was close to the sea, and an additional aluminium roof was constructed.",The Division Bench held that the structure did not comply with heritage conservation laws and must be removed.,The construction was necessary for preservation and did not significantly alter the original structure.,Heritage conservation laws and urban planning regulations.,Any construction within a heritage zone requires prior approval from competent authorities.,Judicial precedents on unauthorized structural modifications.,The ruling emphasized that modifications violating conservation laws could not be justified even if intended for protection.,The Court upheld the decision that the structure was in violation of regulations and must be removed.
LLAMA2_7B,"S. S. Shetty Vs. Bharat Nidhi, Ltd",S. S. Shetty,"Bharat Nidhi, Ltd","Whether reinstatement benefits, including pension and gratuity.","The Reserve Bank of India had approved employment bye-laws, including pension and gratuity provisions.","The Tribunal ruled in favor of the employee, considering the terms of employment and statutory benefits.",The pension and gratuity benefits were subject to service completion and should not influence the reinstatement compensation calculation.,Pension and Gratuity Laws.,Pension and gratuity provisions should be considered when computing financial compensation upon reinstatement.,Industrial Tribunal decisions on employee reinstatement.,The decision was based on industrial dispute resolution principles and statutory employment benefits.,The judgment confirmed that the petitioner was entitled to reinstatement and compensation.
LLAMA2_7B,Essco Fabs Pvt. Ltd. Vs. State of Haryana,Essco Fabs Pvt. Ltd.,State of Haryana,"Whether Essco had a valid claim for land acquisition under Section 10 of the Land Acquisition Act, 1894.","Essco sought land acquisition for expansion, claiming it would generate foreign exchange. The government denied the request.",The High Court held that the denial of acquisition was justified as per the legal definition of 'public purpose'.,"He claimed that its manufacturing and export activities met the criteria for public interest, warranting land acquisition approval.","Land Acquisition Act, 1894.",The law does not recognize private industrial expansion as a public necessity.,Cases where industrial expansion was denied under similar legal provisions.,The ruling assessed if an industrial unit’s growth aligned with statutory ‘public purpose’ requirements.,The court dismissed the appeal.
LLAMA2_7B,Pankaj Kumar Vs. State of Jharkhand & Ors.,Pankaj Kumar,State of Jharkhand & Others,"Whether the denial of reservation benefits in Jharkhand, despite the petitioner’s absorption into state services post-reorganization, is legally justified.","The petitioner had applied for public employment in Bihar, later got absorbed into Jharkhand’s state services after reorganization, and was denied the same reservation benefits he previously enjoyed.",The Jharkhand High Court held that the petitioner’s reservation benefits did not transfer to Jharkhand after the reorganization.,The state maintained that reservation benefits should be granted based on domicile and not merely because of employment transfer.,"Bihar Reorganization Act, 2000.",The law mandates that employees’ service conditions should not be altered unfavorably post-reorganization.,Judicial principles ensuring that government employees do not lose privileges due to administrative restructuring.,The ruling assessed the scope of legal protection for transferred government employees under the Act.,"The appeal was allowed, affirming that the petitioner’s service conditions."
LLAMA2_7B,K. Gopinathan Nair and Others Vs. State of Kerala,K. Gopinathan Nair & Others,State of Kerala,"Whether the transactions involving cashewnut imports through CCI fall under the ""course of import"" exemption.",The case concerns whether the assessees' procurement of cashewnuts through CCI was an import transaction.,The Kerala High Court affirmed that these purchases were not in the course of import and were subject to sales tax.,The petitioners maintained that their purchases were integral to the import process and should be shielded.,"Kerala General Sales Tax Act, 1963; Central Sales Tax Act, 1956 (Section 5(2)).","For a transaction to be classified as an import, the movement of goods must be directly linked to the contractual obligation.",Judicial decisions distinguishing between import transactions and post-import domestic sales.,The judgment clarified that for an import sale exemption to apply.,The appeals were dismissed.
LLAMA2_7B,Harinagar Sugar Mills Ltd Vs. State of Bihar,Harinagar Sugar Mills Ltd.,State of Bihar,Whether Harinagar Sugar Mills is required to make further payments of market fees.,The appellant had contested the market fee assessments and had paid part of the assessed fee before appealing. The appellate and revisional authorities upheld the assessments.,The High Court ruled that payments already made could not be refunded.,The petitioner claimed that their payments should be refunded and that further recovery should not be allowed based on previous judicial decisions.,Bihar Market Fee Act (Section 27-B); Articles 226 and 142 of the Constitution.,The Supreme Court ruling in Belsund Sugar Mills case set a precedent that past payments remain with the government.,"Belsund Sugar Mills case, which guided the court’s decision on refund and recovery of market fees.","The decision follows the precedent that past payments remain valid, but new recoveries cannot be pursued.",All appeals were dismissed.
LLAMA2_7B,P.C. Sethi Vs. Union of India,P.C. Sethi,nion of India,Whether the administrative instructions regarding temporary assistants.,The dispute revolved around the claim that the Office Memorandum of 1971 should apply to temporary assistants without additional eligibility conditions. ,"The High Court upheld the validity of the rules, stating that prior instructions and rules were valid for determining seniority.",The government maintained that seniority rules did not violate constitutional provisions since they were based on a structured absorption process.,"Articles 14, 16, and 309 of the Constitution of India; Office Memoranda of 1949 and 1971.",Seniority of temporary assistants cannot be claimed.,"The ruling follows previous interpretations of Article 309, which allow for structured service absorption and seniority rules.",The government’s classification of employees for seniority purposes is constitutionally valid. ,The court ruled that the petition lacked merit and upheld the government’s classification of seniority rules.
LLAMA2_7B,Ruchi Majoo Vs. Sanjeev Majoo,Ruchi Majoo,Sanjeev Majoo,Whether the father has the right to visitation and overnight custody of the minor child during vacations despite living in a different country.,"The respondent sought visitation and overnight custody rights for vacations, arguing that the appellant's actions were unfairly restricting the child’s relationship with his father. ",The lower court allowed limited contact but did not provide clear guidelines for overnight custody.,The appellant maintained that the father had been absent for a significant time and that the child was unwilling to communicate with him.,"Guardian and Wards Act, Principles of Child Custody under Family Law.",The court directed that the respondent must be allowed to meet the child in person.,Supports the precedent that a non-custodial parent should have reasonable access and visitation rights.,The father must be granted fair visitation rights and must not be hindered in his efforts to maintain a bond with his child. ,The father was granted visitation rights.
LLAMA2_7B,Charanjit Pal Jindal Vs. M/s. L.N. Metalics,Charanjit Pal Jindal,M/s. L.N. Metalics,Whether the appellant’s conviction for issuing dishonored cheques should be upheld given the circumstances of delayed payments and commitments.,The appellant placed multiple orders but failed to clear outstanding dues despite written requests. ,The Trial Court found the appellant guilty of issuing dishonored cheques and failing to clear the outstanding amount.,"The respondent contended that the dishonored cheques reflected willful default, violating the Negotiable Instruments Act.","Section 138 of the Negotiable Instruments Act, 1881.",A dishonored cheque with an unpaid outstanding amount is a valid ground for conviction under the Act.,Confirms that issuing cheques without funds can result in legal action under Section 138.,The court ruled that knowingly issuing cheques without adequate funds demonstrated criminal liability under Section 138.,"The High Court’s decision was affirmed, maintaining the appellant’s liability for dishonored cheques."
LLAMA2_7B,State of Haryana Vs. Northern Indian Glass Industries Ltd.,State of Haryana,Northern Indian Glass Industries Ltd.,Whether the land resumption by the State of Haryana adhered to the principles of natural justice and legal procedures.,The case involved an industrial land acquisition where compensation disputes led to prolonged litigation.,"The Collector ruled in favor of the State, maintaining the compensation as awarded in 1974.","The State asserted that it retained the right to resume the land due to non-compliance with industrial obligations, arguing that procedural fairness was maintained.","Land Acquisition Act, 1894 (Sections 4, 6, 54).","The State's duty to ensure procedural fairness was reinforced, requiring compliance before reclaiming land.",Confirms that resumption of land without due process is subject to judicial scrutiny.,The High Court’s emphasis on procedural compliance was upheld as essential for lawful resumption.,"The High Court's decision to ensure natural justice compliance was upheld, dismissing the State’s appeal."
LLAMA2_7B,Ms. Sarita Singh Vs. M/s Shree Infosoft Private Limited,Ms. Sarita Singh,M/s Shree Infosoft Private Limited,Whether the respondent sufficiently proved that the petitioner was sent on deputation and the legal implications of such a claim.,The case revolved around whether the petitioner was legally on deputation. ,Not specified,"The petitioner contended that deputation has a specific legal meaning, requiring explicit consent and formal documentation, both of which were absent in her case.",Employment contract law.,"The legal definition of deputation was considered, emphasizing formal communication and employee consent.",The case of State of Punjab v. Inder Singh was used to establish that deputation requires explicit agreement and formal documentation.,"The court emphasized that deputation requires explicit employer-employee agreement, which was not established in this case.",The court held that the petitioner was not legally on deputation.
LLAMA2_7B,Parmanand Patel (D) Th. Lrs. Vs. Sudha A. Chowgule,Legal representatives of late Parmanand Patel,Sudha A. Chowgule,Whether the execution of multiple sets of documents regarding the division of property was legally binding or influenced by coercion.,The dispute centers on the execution of multiple sets of documents concerning property division. ,The lower court determined that the documents in favor of Sudha were legally valid.,The petitioners asserted that coercion and undue influence invalidated the second set of documents and that the matter required reassessment.,"Indian Contract Act, Evidence Act, Succession Laws.",The court assessed procedural fairness in document execution and whether Sudha acted within her legal authority.,Establishes that disputes over property documents require scrutiny to ensure fairness and voluntary execution.,"The decision indicated that procedural irregularities existed, but they were insufficient to overturn the property settlement.","The High Court’s decision in favor of Sudha remained binding, but concerns over procedural fairness were acknowledged."
LLAMA2_7B,Patel Ahmed Mohammad Vs. Balwant Singh Rajput,Balwant Singh Rajput,Patel Ahmed Mohammad,"Whether the appellant's election was vitiated by corrupt practices and procedural irregularities, affecting the election result.","The election of Patel Ahmed Mohammad to the Rajya Sabha was challenged by Balwant Singh Rajput on grounds of electoral malpractice, bribery, and miscounting of votes.",The High Court held that the election petition was filed within the limitation period and dismissed the applications for summary dismissal.,Contended that bribery and undue influence affected the election process and that procedural errors in vote counting necessitated a fresh review.,"Representation of the People Act, 1951; Indian Election Laws.",The ruling considered whether an election petition alleging corrupt practices could be dismissed solely on procedural grounds.,Highlights that election petitions must be evaluated on substantive grounds and not dismissed solely for procedural defects.,The ruling underscored that procedural non-compliance alone does not justify dismissal if there are substantial allegations of corruption.,"The case was allowed to proceed to trial, dismissing the appellant’s preliminary objections."
LLAMA2_7B,Podar Mills Limited Vs. State Bank of India,Podar Mills Limited,State Bank of India,Whether the court correctly exercised its discretion in appointing a receiver over the assets of Podar Mills Limited.,"Podar Mills Limited defaulted on significant loan payments to the State Bank of India, leading to a legal dispute over the appointment of a receiver to manage its assets. ",The court exercised discretion in appointing a receiver to protect the interests of the creditors.,"Claimed that the company's assets were already managed by the Custodian, making the appointment of a receiver redundant and prejudicial.","Transfer of Property Act, 1882; Indian Contract Act.",Considered legal principles regarding the protection of creditor rights and judicial intervention in financial disputes.,Confirmed that mortgage-related disputes warrant judicial intervention when creditor interests are at risk.,The decision emphasized that judicial discretion in appointing receivers should be exercised to safeguard creditor rights.,"The case was decided in favor of the State Bank of India, with the receiver’s appointment being maintained."
LLAMA2_7B,The Godavari Sugar Mills Ltd Vs. Shri D. K. Worlikar,The Godavari Sugar Mills Ltd,Shri D. K. Worlikar,Whether the Labour Appellate Tribunal correctly interpreted the scope of the notification under the Industrial Disputes Act.,"The petitioner contended that the notification’s wording indicated a limited scope, covering only sugar manufacturing and its by-products.","The Labour Court’s decision aligned with the petitioner’s view, restricting the notification’s application.","Defended the Tribunal’s interpretation, arguing that the notification implied a broader industry-wide application.",Industrial Disputes Act.,Focused on whether the Tribunal exceeded its interpretative authority by expanding the notification’s scope.,Highlights the importance of precise statutory interpretation when determining the applicability of regulations.,The judgment emphasized that notifications should not be broadly construed unless explicitly stated.,"The Tribunal’s ruling was nullified, affirming that the notification had a limited scope."
LLAMA2_7B,RANI Vs. NATIONAL INSURANCE COMPANY LTD,Rani (Claimants in Civil Appeal No.9078 of 2017) and Anand,National Insurance Company Ltd & Offending vehicle owner,Whether the claimants are entitled to further compensation and whether the Insurance Company should pay first and recover from the vehicle owner.,Rani and Anand filed appeals seeking enhanced compensation. ,The Tribunal granted compensation but did not consider additional liability on the Insurance Company.,"The claimants urged that they should receive compensation from the Insurance Company upfront, with the insurer recovering from the vehicle owner later.","Motor Vehicles Act, CPC Order 41 Rule 33.",The decision rested on whether statutory provisions could compel the Insurance Company to compensate first and seek reimbursement later.,It reinforced that the absence of a valid permit can limit an insurer's liability but does not necessarily affect claimants’ right to compensation.,The Court analyzed how statutory limitations affect insurance claims and whether the insurer should pay first and recover later.,"The decision reinforced the principle that insurance liability depends on statutory compliance, and the issue of ""pay and recover"" was considered based on circumstances."
LLAMA2_7B,B. M. Ramaswamy Vs. B. M. Krishnamurthy And Others,B. M. Ramaswamy,B. M. Krishnamurthy & Others,Whether procedural non-compliance in electoral registration impacted the petitioner’s right to contest elections.,"The case revolves around electoral registration procedure, particularly whether non-compliance by authorities affected the petitioner's right to be listed in the electoral roll.",The petitioner's request for inclusion in the electoral roll was denied on procedural grounds.,"The petitioner asserted that his name should have been included, and procedural deficiencies should not invalidate his electoral participation.","Representation of the People Act, 1950; Election Commission Rules.",The Court interpreted the statutory requirements for electoral roll inclusion.,It reaffirmed the principle that election procedures must be strictly followed to ensure fairness.,The Court emphasized that electoral registration must strictly adhere to statutory provisions.,The ruling reinforced that procedural non-compliance could lead to exclusion from the electoral roll.
LLAMA2_7B,Bhabhi Vs. Sheo Govind & Ors,Bhabhi,Sheo Govind & Others,Whether the respondent’s petition for sample inspection was legally maintainable given the absence of material particulars.,"The respondent sought a review of ballot papers but did not provide concrete evidence of irregularities. The court ordered sample inspection, despite the lack of material evidence and procedural lapses.",The lower court allowed sample inspection based on unverified claims.,The petitioner emphasized that the absence of specific particulars and failure to apply for a recount at the counting stage rendered the request for sample inspection invalid.,"Conduct of Election Rules, 1961; Election Commission Regulations.",The judgment underscored the need for clear procedural adherence before allowing ballot inspections.,The ruling reaffirmed that compliance with election procedures is mandatory in challenging election outcomes.,The judgment emphasized that the burden of proof in election disputes lies with the petitioner and that vague allegations are insufficient.,The Court held that the respondent’s petition was not maintainable.
LLAMA2_7B,Kathiawar Industries Limited Vs. Jaffrabad Municipality,Kathiawar Industries Limited,Jaffrabad Municipality,Whether salt processed within the octroi limits before being exported is subject to octroi duty under Section 3.,The municipality imposed octroi duty on salt entering the factory for processing. The petitioner argued that the salt was not consumed or used within the limits but merely processed for export.,"The lower court found that salt underwent a functional transformation, satisfying the conditions for taxation under octroi laws.",The petitioner maintained that the crushed salt never served any local utility within the octroi area and should not be taxed.,"Section 3 of the Octroi Act; Taxation principles under Entry 52, List II of the Indian Constitution.","The Court held that ""use"" includes any activity that improves or alters goods within the octroi limits, thus justifying the tax.",The decision established that octroi laws apply even when goods are processed but not sold within municipal limits.,The ruling reinforced that municipal taxation extends to goods undergoing physical modification within octroi areas.,"The Court ruled in favor of Jaffrabad Municipality, upholding the tax assessment."
LLAMA2_7B,"Commissioner of Income Tax, Madras Vs. M/S. Madurai Mills Co. Limited","Commissioner of Income Tax, Madras",M/S. Madurai Mills Co. Limited,Whether the distribution of assets upon voluntary liquidation is subject to capital gains tax under the Income-tax Act.,The revenue assessed capital gains tax on assets received by Madurai Mills Co. Ltd. upon the liquidation of three companies. ,The Tribunal held that voluntary liquidation distributions did not trigger capital gains tax under the Income-tax Act.,The petitioner claimed that the difference between the received value and the original investment was taxable as capital gains.,"Section 12B(2) of the Indian Income-tax Act, 1922; Taxation provisions under corporate liquidation laws.","The Court held that capital gains tax applies only when there is an explicit ""transfer"" of assets, which was absent in this case.",The decision established that capital gains tax does not apply to corporate liquidation distributions unless a transfer occurs.,"The decision reinforced that a taxable capital gain arises only when there is a sale, exchange, or transfer, which did not occur in this case.","The Court ruled in favor of Madurai Mills Co. Ltd., affirming that the tax assessment was invalid."
LLAMA2_7B,Union of India and Anr Vs. Pfizer Limited and Ors,Union of India and Anr,Pfizer Limited and Ors,Whether the Government had the jurisdiction.,The pharmaceutical companies contested the ban imposed by the government.,"The ruling favored Pfizer and others, concluding that the ban was imposed without appropriate legislative backing.",The petitioners maintained that public health concerns justified the restrictions imposed under the statute.,"Section 26A of the Drugs and Cosmetics Act, 1940.",The judgment clarified that statutory authority must not be exercised beyond its explicit scope.,The ruling clarified that government agencies must adhere to due process when enforcing public health regulations.,The decision reaffirmed that statutory interpretation must align with legislative intent and procedural safeguards.,"The judgment upheld the pharmaceutical companies' claims, confirming that the government acted beyond its jurisdiction."
LLAMA2_7B,Indian Young Lawyers Association Vs. State of Kerala (Sabarimala Case),Indian Young Lawyers Association,State of Kerala,Entry of women into Sabarimala Temple.,"The petitioner challenged the temple's restriction on women of menstruating age from entering, arguing that it violated gender equality.","High Court upheld the restriction, citing religious customs.","Petitioner argued that the ban violated Articles 14, 15, and 25 of the Constitution.","Constitution of India, Articles 14, 15, 25.",Religious freedom vs. gender equality debate.,Previous cases on religious customs and fundamental rights.,Religious customs cannot override constitutional rights of equality and non-discrimination.,"Supreme Court struck down the restriction, allowing women entry into Sabarimala Temple."
LLAMA2_7B,State of Maharashtra Vs. Praful Desai,State of Maharashtra,Praful Desai,Validity of video conferencing as a means of recording witness testimony.,"A witness was unable to travel to India, and the prosecution sought to record testimony via video conferencing.",High Court rejected video conferencing as a valid method for witness testimony.,Petitioner argued that modern technology should be used to facilitate justice and prevent delays.,"Code of Criminal Procedure, Section 273.",Evidentiary laws and modern technology in trials.,Cases on technological advancements in legal procedures.,Video conferencing is a valid means of recording witness testimony if safeguards are ensured.,Supreme Court allowed the use of video conferencing for witness testimony.
LLAMA2_7B,Shabnam Vs. Union of India,Shabnam,Union of India,Right to mercy petition and fair consideration.,"The petitioner, on death row, challenged the delay in the rejection of her mercy petition, arguing that it constituted cruel and inhumane treatment.","High Court ruled against the petitioner, upholding the death sentence.",Petitioner argued that undue delay in deciding mercy petitions violates Article 21.,"Constitution of India, Article 21.",Rights of death row convicts.,Previous cases on mercy petitions and delay in execution.,Undue delay in mercy petition decisions can justify commuting the death sentence.,Supreme Court commuted the petitionerâ€™s death sentence to life imprisonment due to inordinate delay.
LLAMA2_7B,Ritesh Sinha Vs. State of Uttar Pradesh,Ritesh Sinha,State of Uttar Pradesh,Compulsory voice samples and self-incrimination.,"The petitioner was asked to provide a voice sample for investigation, which he refused, citing the right against self-incrimination.",High Court ruled that providing a voice sample does not amount to self-incrimination.,Petitioner argued that compelling voice samples violated Article 20(3) of the Constitution.,"Constitution of India, Article 20(3).",Right against self-incrimination.,Previous cases on bodily evidence and self-incrimination.,Providing a voice sample is not self-incrimination as it is only physical evidence.,Supreme Court ruled that voice samples can be collected without violating Article 20(3).
LLAMA2_7B,Commissioner of Income Tax II Vs. M/s. Modipon Ltd,Commissioner of Income Tax II,M/s. Modipon Ltd,Whether the treatment of PLA deposits as tax payments.,"The Revenue challenged the accounting treatment of PLA deposits, asserting that they did not constitute excise duty payment. ","The High Courts had previously ruled in favor of the assessee, considering the deposits as duty payments.","The Revenue asserted that the deposit was only an advance, not a final tax obligation, and that the taxpayer was not automatically entitled to refunds.","Section 3 of the Central Excise Act, 1944; Rule 173G of the Central Excise Rules, 1944.",The ruling clarified the status of PLA deposits and affirmed the legal position favoring taxpayers.,The ruling emphasized that procedural consistency in tax administration is essential to maintain fairness in assessments.,The decision reaffirmed that statutory provisions must be interpreted in a manner consistent with their practical application.,The judgment confirmed that PLA deposits should be treated as tax payments.
LLAMA2_7B,Gopal Singh And Others Vs. Ujagar Singh And Others,"	Gopal Singh and Others",Ujagar Singh and Others,Whether the daughter’s gift to her sons accelerated their estate.,"The trial court ruled that the property was non-ancestral, and Mst. Biro’s gift to her sons was absolute, thereby barring the plaintiffs’ claim to reversionary rights.","The plaintiffs' suit was dismissed as the trial judge found that the property was non-ancestral, and the daughter’s gift was valid.",The plaintiffs argued that the lower courts erred in holding that the property was non-ancestral and that the gift was absolute.,Customary law principles related to property inheritance and alienation by female heirs.,"The decision was based on customary law, which determined that collaterals beyond the fifth degree had no claim over the property.",The case established that ancestral property claims must be substantiated with evidence.,The court concluded that the gift by the daughter to her sons was valid and that the plaintiffs' claims were barred.,The Privy Council dismissed the plaintiffs' appeal.
